,time,content,search_key
33,2022-05-25T08:16:42.000Z,"Mit der Sustainable Finance Disclosure Regulation will die Europäische Union die Finanzierung nachhaltigen Wachstums fördern, unter anderem bei Investmentfonds. Bislang ist die Definition von „strenger Nachhaltigkeit“ aber nicht sinnvoll geregelt.","""sustainable finance""AND""definition"""
34,2022-05-19T02:09:17.000Z, what is your definition sustainable finance?          #answers   #TrudeauForTreason Right?! Like…enslaving Canadians under WEF. “We will have nothing” “and we will be happy”. Yea no. #@JustinTrudeau what is sustainable finance,"""sustainable finance""AND""definition"""
35,2022-05-20T09:31:21.000Z,He seems... confused... about the definition of responsible investing. [Which admittedly I only learned yesterday thanks to the sustainable finance course ],"""sustainable finance""AND""definition"""
36,2022-04-23T13:55:00.000Z,"from
more than 2000 empirical studies”, Journal of Sustainable Finance & Investment, Volume 5, 2015 - Issue 4.
Rapport
- 15 -
Dans ce contexte, il apparait nécessaire d’introduire dans la définition de
l’investissement responsable que retient le label,","""sustainable finance""AND""definition"""
37,2022-03-08T14:20:07.000Z,How familiar are you with the Sustainable Finance? Find out at this week’s  #SMAFINGLOSSARY  definition!  #H2020EE   #smafin    #smafinglossarydefinitions         ,"""sustainable finance""AND""definition"""
38,2022-03-28T01:10:12.000Z, Sustainable finance definitions and taxonomies in China  #QUBMScBlogger,"""sustainable finance""AND""definition"""
39,2022-03-29T16:50:20.000Z,"China is a pioneer on green and sustainable finance. As the largest economy in the world, its efforts to develop and apply sustainable finance definitions will be essential to meeting global environmental objectives. #QUBMScBloggers   #QUBmanagement","""sustainable finance""AND""definition"""
40,2022-03-04T17:06:42.000Z,"In the context of banks, their sustainable finance solutions fail to have a clear definition of 'sustainability'.

They also fail to provide clarity on the methodology for their sustainable finance targets or the data required for scrutiny.","""sustainable finance""AND""definition"""
41,2022-03-07T16:31:06.000Z,"Remember all this effort that went I to arguing for *broad* definitions for sustainable finance and sustainable hydrogen, including gas *transitionary* or *needed to scale up infrastructure* just a month ago.","""sustainable finance""AND""definition"""
42,2022-03-03T16:16:20.000Z,"If you go to  's website, on their sustainable finance section the first massive loan they list is for... An oil and gas company??? Seems we have VASTLY different definitions of sustainable.","""sustainable finance""AND""definition"""
43,2022-03-03T16:16:20.000Z," From skin cancers' worldwide exponential growth to its real-time detection, witness the life-changing story of DAMAE.

Discover innovative worlds at  #3DEXPERIENCE  Lab.","""sustainable finance""AND""definition"""
44,2022-02-23T10:59:22.000Z,"Once you have a definition in one context (sustainable finance) - can you contain it?
Antony Froggatt:
I don't think it makes sense to limit a definition to public or private sector. They need to work together, with public sector taking risks and bringing solutions to market.","""sustainable finance""AND""definition"""
45,2022-02-27T19:25:43.000Z,"In recent years, as the concept of sustainable development has gained traction, the definition of sustainable finance has evolved. Before move any further, we must first grasp the fundamental definition of sustainable finance. This is demonstrated in the following blog article.","""sustainable finance""AND""definition"""
46,2022-02-22T13:34:56.000Z," ""Without tightening its criteria, the group warns RBC will increasingly face reputational and compliance risks as definitions for sustainable finance are agreed to around the world.""","""sustainable finance""AND""definition"""
47,2022-02-17T18:28:50.000Z,".  faces shareholder pressure ahead of their April 7 shareholder meeting. 

A resolution, filed by  , targets the bank's definition of 'sustainable finance'. It certainly should not include fossil fuels...","""sustainable finance""AND""definition"""
48,2022-02-03T09:03:57.000Z,"If this decision stands forthcoming challenges, unfortunately likely, any successful attempt to set up an alternative genuine sustainable finance label could face legal challenge. Because gas, nuclear lobbyists will have appropriated the very definition of sustainable finance. Correct. Europe had a shot at doing something truly meaningful, something that might have actually realised a little of the mostly hopium promise of ""private finance saving the climate"". 
They utterly blew it. twitter.com/patrickgaley/s…","""sustainable finance""AND""definition"""
49,2022-01-14T21:36:53.000Z,"Today one of our activists protested the adding of natural gas and nuclear energy to the EU’s sustainable finance taxonomy – a set of rules designed to provide investors with a common definition of what is green and what is not.    
1/2","""sustainable finance""AND""definition"""
50,2022-01-14T21:36:53.000Z,Get TESLA predictions using AI Deep Learning Neural Network! #BTC   #TSLA   #NASDAQ,"""sustainable finance""AND""definition"""
51,2022-01-07T16:31:53.000Z,"Another example of how ""sustainable finance"" suffers from fatal lack of robust definitions, potentially poisoning the entire well. . @BNPParibas ,   @HSBC  and  @UBS  are ""sustainability advisors"" of a green bond to finance the expansion of an airport..  We're calling on investors not to participate in this dodgy deal. Read more in this article   https://scmp.com/business/article/3162333/sustainable-finance-greenwashing-concerns-raised-hong-kong-airport-floats…","""sustainable finance""AND""definition"""
52,2021-12-22T17:59:48.000Z,"Sustainable finance involves making investment decisions that consider not only financial returns but also environmental, social and governance factors. Often used interchangeably with “green finance”, it is a broad term with multiple definitions depending on context.","""sustainable finance""AND""definition"""
53,2022-01-04T17:53:06.000Z,"#breaking  Definition Investors Seek Clearer Definition of What ESG Means in EU,Investors Plead for Clearer Definition of What ESG Means in EU The Sustainable Finance Disclosure Regulation was designed to eliminate inflated claims of investments&#39; potential environmental, socia","""sustainable finance""AND""definition"""
54,2021-12-22T09:30:06.000Z,"What is sustainable FINANCE?

From definitions to key players, here’s all you need to know! Day   of  #GLFClimate  was about finance!
Re-watch the sessions:               #COP26","""sustainable finance""AND""definition"""
55,2021-12-22T17:59:48.000Z,"Begin hiring talent in Germany in minutes, not months with G-P's #1 global employment solution — no subsidiary required.","""sustainable finance""AND""definition"""
56,2021-12-10T18:12:47.000Z,"Question Is anyone aware of an ESG grammatical guide?

I'm looking for something I can give our communications team to ensure they use sustainable finance terminology correctly

I can find definitions but nothing on sentence formation (e.g. don't use ""ESGs"")","""sustainable finance""AND""definition"""
57,2021-12-07T14:42:50.000Z,"Interestingly, approved by BlackRock. The definition of sustainable finance is stretchy and of course highly context-specific. 

""Responsibly-managed natural gas infrastructure has a meaningful role to play in this transition.""","""sustainable finance""AND""definition"""
58,2021-11-22T13:57:20.000Z,"""This attempt at creating a 'made in Canada' green taxonomy amounted to a cynical effort to insert loopholes into sustainable-finance definitions to allow Canadian banks and institutional investors to continue financing oil and gas.""  #cdnpoli  ","""sustainable finance""AND""definition"""
59,2021-11-22T09:30:08.000Z,"Here's everything you need to know about sustainable finance, from definitions to key players. The third day of  #GLFClimate  was all about finance!
You can re-watch the sessions here:           #COP26","""sustainable finance""AND""definition"""
60,2021-11-18T08:32:00.000Z,What counts as ‘green energy’? How green is nuclear? Certain member states such as Austria want nuclear excluded from the   ‘sustainable finance taxonomy’ - the rules setting common definition of what is green and what is not.  #greentransition   #sustainability,"""sustainable finance""AND""definition"""
61,2021-11-05T16:01:29.000Z,"The International Platform on Sustainable Finance (IPSF) has published its long-awaited initial scoping report detailing its “common ground” taxonomy of green activities, described as a “much-needed” attempt to set global definitions: ","""sustainable finance""AND""definition"""
62,2021-11-04T08:30:01.000Z,"What is sustainable FINANCE?

From definitions to key players, here’s all you need to know! Day   of  #GLFClimate  is all about finance!
Register to learn more:              #COP26  #","""sustainable finance""AND""definition"""
63,2021-10-27T08:30:10.000Z,"NOW available on Landscape TV From definitions to key players, here’s all you need to know about sustainable finance   #GLFClimate  Subscribe to stay updated on new  #LandscapeTV  episodes.          ","""sustainable finance""AND""definition"""
64,2021-11-01T15:45:03.000Z,"With an influx in sustainable finance initiatives, investors need clear definitions as to what qualifies as green.

Actions coming from  #EU  &  #China , two of the most active green finance markets, will have an outsized impact on taxonomies across the globe.","""sustainable finance""AND""definition"""
65,2021-10-14T09:30:04.000Z,"NOW available: What is sustainable finance? From definitions to key players, here’s all you need to know!  Subscribe to stay updated on new  #LandscapeTV  episodes.             #GLFClimate   #ThinkLandscape","""sustainable finance""AND""definition"""
66,2021-10-18T07:30:05.000Z,"Begin hiring talent in France in minutes, not months with G-P's #1 global employment solution — no subsidiary required.","""sustainable finance""AND""definition"""
67,2021-10-01T20:36:49.000Z,"Good column, and one could (I would) argue that the Federal Government's Sustainable Finance Action Council  #SFAC  should address with a sense of urgency and ambition the definition of what is considered ""transition"" to ensure transparency and alignment in sustainable finance. My column on the potential of sustainable finance  https://thestar.com/politics/political-opinion/2021/09/30/want-to-see-real-action-on-climate-change-follow-the-money.html…  via  @torontostar   #cdnpoli   #cdnecon","""sustainable finance""AND""definition"""
68,2021-10-12T08:10:40.000Z,3/3 It is furthermore not  #sustainable  under any definition and has therefore nothing to do in a  #Taxonomy  on Sustainable Finance. Addiction is no argument to divert from the cure: go  #clean  and  #renewable .,"""sustainable finance""AND""definition"""
69,2021-09-29T15:07:02.000Z,"Sustainable  #finance  has led headlines in recent history, but its definition can be ambiguous. 

How does  #sustainable  finance, clarified as a movement of  #investors , companies, and institutions prioritizing  #environmental  concerns, work exactly?","""sustainable finance""AND""definition"""
70,2021-09-09T08:22:55.000Z,Marcel Haag of   co-chairs the IPSF Taxonomy Working Group and is optimistic that we can unify global efforts on sustainable finance definitions.  #CBconf21   #sustainablefinance   #greenfinance,"""sustainable finance""AND""definition"""
71,2021-09-29T15:07:02.000Z,Read the latest issue of One Earth,"""sustainable finance""AND""definition"""
72,2021-09-08T00:51:20.000Z,"'We need to solve the 3 D’s: Data, Definitions and Disclosure. We must improve the quality of availability and comparability of data.' - Ravi Menon, Monetary Authority of Singapore on catalyzing sustainable finance  #FTGood  Asia","""sustainable finance""AND""definition"""
73,2021-08-30T15:37:16.000Z,"The irony is thick here, that the field is lagging on ESG, when ESG itself by definition lags necessary sustainability.

All while the EU pushes for “sustainable finance” that is more aligned with ESG than with bona fide sustainability.

Oh, and BlackRock is a ""corporate author”!","""sustainable finance""AND""definition"""
74,2021-08-24T17:52:55.000Z,"I am working on a regulatory article in relation to the EU regulations on sustainable finance. And my take so far is, that Vestas will be considered a firm well within the boundaries of EU’s ESG definition.","""sustainable finance""AND""definition"""
75,2021-08-27T18:54:03.000Z,"6/ Without a plan to immediately end financing for  #fossilfuels  & a credible definition of ""sustainable finance"",  's net-zero announcement remains yet another example of dangerous  #greenwashing  by Canada's banks in the midst of a worsening  #climatecrisis .  #cdnpoli  /END","""sustainable finance""AND""definition"""
76,2021-08-30T15:37:16.000Z,How To Analyze Stocks (Stock Analysis For Beginners *EASY*) Learn It On YouTube For FREE! Just Click The Link Below ,"""sustainable finance""AND""definition"""
77,2021-08-20T00:33:15.000Z,“The EU's Sustainable Finance Disclosure Regulation is an attempt to deliver transparency for investors focused on  #ESG  issues but fund managers say the definition of sustainability is too vague and has created confusion about what makes the cut”   ,"""sustainable finance""AND""definition"""
78,2021-08-06T09:34:14.000Z,"Listen to our latest pod with Nathan Fabian, Chair of the European Platform on Sustainable Finance, discussing EU green finance and how the definition of it's sustainable investment criteria will impact the energy sector:   #Nuclear   #Gas   #Hydropower","""sustainable finance""AND""definition"""
79,2021-08-19T09:54:48.000Z,"#Climate : Fifty shades of green:  #EU  sustainable fund rules muddy the waters. Fund managers say that the definition of  #Sustainability  in the EU's Sustainable Finance Disclosure Regulation ( #SFDR ) is too vague, writes Tommy Wilkes | Reuters","""sustainable finance""AND""definition"""
80,2021-07-31T16:08:00.000Z,"Sustainable finance 101: How to mobilize funds for the planet  

Get an overview of the green finance landscape, including its many definitions, key concepts, processes & main actors.   #ThinkLandscape    ","""sustainable finance""AND""definition"""
81,2021-08-04T08:00:28.000Z,"Strong piece by the Center for Sustainable Finance & Private Wealth. They examine the definition of  #impact  and how this applies to  #impactinvesting . E.G., one investment may have both positive & negative effects & only some will be measurable.  ","""sustainable finance""AND""definition"""
82,2021-07-29T06:26:35.000Z,Alvarez states that guidelines for sustainable finance is ready in order to standardize definitions and goals for future investors in the country. | via   #BrighterFutureToday,"""sustainable finance""AND""definition"""
83,2021-07-26T07:00:48.000Z,"Sustainable finance is the issue most discussed by regulators, industry and investors globally. The search for common global definitions, corporate reporting standards and metrics has gathered pace. Read more: ","""sustainable finance""AND""definition"""
84,2021-07-29T06:07:10.000Z,Alvarez states that guidelines for sustainable finance is ready in order to standardize definitions and goals for future investors in the country.  #BrighterFutureToday  | ,"""sustainable finance""AND""definition"""
85,2021-07-13T08:26:42.000Z,"Sustainable finance is the issue most discussed by regulators, industry and investors globally. The search for common global definitions, corporate reporting standards and metrics has gathered pace. Read more:","""sustainable finance""AND""definition"""
86,2021-07-26T07:00:48.000Z,"Begin hiring talent in the UK in minutes, not months with G-P's #1 global employment solution — no subsidiary required.","""sustainable finance""AND""definition"""
87,2021-06-15T18:08:57.000Z,"“...Accordingly, ‘sustainable' finance as currently practiced has no mechanism for determining actual sustainability. 

To address this, sustainable finance will need to mature into a more robust definition of sustainability grounded in thresholds.”","""sustainable finance""AND""definition"""
88,2021-06-23T13:44:01.000Z,"Sustainable finance 101: How to mobilize funds for the planet? Get an overview of the green finance landscape, including its many definitions, key concepts, processes & main actors.    #ThinkLandscape","""sustainable finance""AND""definition"""
89,2021-05-21T07:13:48.000Z,"Der Schweizer Finanzplatz will den “Sustainable Finance” Markt anführen. Doch wenn es darum geht, eine verbindlichen Definition für nachhaltige Geschäfte einzuführen, ist der Führungswille schnell verpufft.","""sustainable finance""AND""definition"""
90,2021-06-08T09:38:42.000Z,"Swiss  #Sustainable   #Finance : ""Funds adopting sustainable investment approaches now exceed conventional investment funds for the first time ever."" C'est bien. Ce sera encore mieux lorsque la finance durable obéira à des définitions précises contre l' #écoblanchiment !  #Greenwashing","""sustainable finance""AND""definition"""
91,2021-04-28T12:50:11.000Z,"3) The big challenge, in my analysis, is translating these SYSTEM-level definitions to the INVESTMENT-level. That's the gap in sustainable finance research right now. (5/n)","""sustainable finance""AND""definition"""
92,2021-05-11T13:57:53.000Z,4) Mobilizing Finance: an agreed definition of sustainable finance to standardize the green investment taxonomy to help  #India  channel more investments into its green infrastructure projects.,"""sustainable finance""AND""definition"""
93,2021-05-21T07:13:48.000Z,Q&A with Gunhild Stordalen: Feeding the world and protecting the planet with healthy and sustainable diets,"""sustainable finance""AND""definition"""
94,2021-04-22T14:04:34.000Z,"More greenwashing of EU sustainable finance rules to come if   get their way... they want CAP rules to become the definition for green investments, even if these rules are fake  don't listen to them!  #EUtaxonomy   #StopfakeGreen  ","""sustainable finance""AND""definition"""
95,2021-04-01T13:47:28.000Z,"In sum, the problem is our economy, not the Taxonomy.

The irony is that the Taxonomy seeded this incrementalist equivocation with its politicized definition of thresholds, as we at   identified in our Sustainable Finance Blueprint…  (p41)","""sustainable finance""AND""definition"""
96,2021-03-10T15:25:45.000Z," The rules, known as the Sustainable Finance Disclosure Regulation, or SFDR, address a long-running concern for the industry: ESG’s lack of supervision. There is no hard definition of what constitutes a sustainable investment and no watchdog to enforce it.","""sustainable finance""AND""definition"""
97,2021-02-03T11:34:33.000Z,"In contrast to the position in the U.S., the EU is adopting standardized definitions through its recently published Taxonomy Regulation. It is also adopting standardized processes through its Sustainable Finance Disclosure Regulation (SFDR).  #taxonomy   #ESG  1/4","""sustainable finance""AND""definition"""
98,2021-03-10T15:25:45.000Z,Don't miss the latest issue of Joule,"""sustainable finance""AND""definition"""
99,2021-01-17T13:11:56.000Z,"How green is your bank? Defining sustainable finance

The banking industry is waking up to the importance of meeting environmental standards. But progress will be limited until universal definitions and standards can be agreed. Silvia Pavoni reports...","""sustainable finance""AND""definition"""
100,2021-02-02T17:42:29.000Z,"""Accordingly, ""sustainable"" finance as currently practiced has no mechanism for determining actual sustainability. To address this, sustainable finance will need to mature into a more robust definition of sustainability grounded in thresholds.""","""sustainable finance""AND""definition"""
101,2020-12-16T02:25:30.000Z,The development of an industry-led taxonomy to provide common definitions of sustainable finance across is one of the next steps in implementing the Australian Sustainable Finance Initiative roadmap.,"""sustainable finance""AND""definition"""
102,2021-01-11T20:42:31.000Z,Du weichst aus. Und Deine Definition von Nachhaltigkeit ist schwach. Es geht bei Sustainable Finance um das Lenken von Finanzströmen. Alles andere ist Augenwischerei - oder Marketing-Sprech.,"""sustainable finance""AND""definition"""
103,2020-12-04T14:35:07.000Z,"What are  #GreenBonds ? This podcast with Remco Bleijs, Head of Sustainable Finance in the Netherlands, takes you from definition to issuance in 15 minutes. Listen now  #ESG   #SustainableFinance","""sustainable finance""AND""definition"""
104,2020-11-30T11:33:05.000Z,Q&A with Betty Kibaara: Innovations that can deliver “good food” for Africa,"""sustainable finance""AND""definition"""
105,2020-10-30T08:23:42.000Z,"Commission readies implementation of sustainable finance The European Commission will detail in the coming weeks what could be considered a ‘green’ activity, a technical definition that would help to unlock the massive investment needed to ...    #EU   #Europe","""sustainable finance""AND""definition"""
106,2020-11-12T10:25:31.000Z,"#Gas -fired power plants will not be classified as either ‘sustainable’ or ‘transition’, according to draft technical definitions to be put forward in the coming weeks under the EU’s sustainable finance  #taxonomy  via @ICIS_energy 

Full analysis: ","""sustainable finance""AND""definition"""
107,2020-09-29T21:29:28.000Z,"OECD: Bad ESG data is impeding sustainable finance.

As ESG investing proliferates, so does the number of standards, definitions and strategies, creating a muddle that hamstrings investors  #SustainableFinance   #ESG    via ","""sustainable finance""AND""definition"""
108,2020-09-29T21:29:28.000Z,Registration is now open for the STEP Europe Conference 2023. This annual conference is a must attend event in the diaries of leading practitioners throughout Europe. Register before 21 July and save £100 with our early bird rate!,"""sustainable finance""AND""definition"""
109,2020-10-05T13:21:28.000Z,"Good exchange today with  ,  , of Cabinet     EVP for Economy, and   on key opportunities for aluminium in the sustainable finance. Precise definition and criteria are key to support investments in sustainable industries.","""sustainable finance""AND""definition"""
110,2020-10-06T13:33:30.000Z,"Up next! This special session will explore themes related to environmental materiality in such areas as sustainable finance  #taxonomies  and definitions,  #ESG   #investment  and sustainable  #infrastructure . Join us  Join us 15:45-17:15 CET at  #OECDgfi  for a special session on  #sustainable   #finance  & environmental materiality  This will be a particularly  #interactive  discussion, covering  #ESG   #investment ,  sustainable  #infrastructure   & more! 

Please register to attend oe/cd.forumgfi","""sustainable finance""AND""definition"""
111,2020-10-06T16:33:12.000Z,OECD - Developing Sustainable Finance Definitions and Taxonomies. ,"""sustainable finance""AND""definition"""
112,2020-10-16T06:12:44.000Z,OECD’s Developing Sustainable Finance Definitions and Taxonomies ,"""sustainable finance""AND""definition"""
113,2020-10-16T06:12:44.000Z,Learn how your business can benefit from circularity and push existing boundaries to meet the demand for sustainable products.  #sustainability   #circulareconomy,"""sustainable finance""AND""definition"""
114,2020-10-21T15:08:27.000Z,"""The definition of sustainable finance is quite wide"": Sergio Ermotti ( ) is now LIVE at the  #BIGlobalTrendsFestival .

Full schedule of  #BIGTF2020  here:    |   |     | ","""sustainable finance""AND""definition"""
115,2020-09-17T13:31:02.000Z,"#TheGreenRecovery  - ""The EU  #Taxonomy  for  #sustainable  finance is the real foundation... For the first time we have definitions"" says  's Eila Kreivi, adding that taxonomy is a tool to implement conditions and overcome mistakes made after 2008 crisis","""sustainable finance""AND""definition"""
116,2020-09-16T12:56:16.000Z,#Emerging  +   2020   Yerlan Syzdykov: No excuse for  #investors  not to engage in  #sustainable  finance. We can move beyond definitions & questions over “green washing” through collaboration: watch here soon: ,"""sustainable finance""AND""definition"""
117,2020-07-17T10:10:45.000Z,"For a successful Sustainable Finance agenda, the Dutch Banking Association calls on the European Commission to provide precise definitions and reporting requirements, 
clear transition paths and to improve the availability and comparability of climate related data. (1/2)","""sustainable finance""AND""definition"""
118,2020-07-14T08:10:04.000Z,ICMA发布中文版的《可持续金融：概要释义》 -   releases Chinese translation of high-level definitions for sustainable finance.,"""sustainable finance""AND""definition"""
119,2020-07-13T00:25:39.000Z,"Cannot agree more with my friend   I would add to his two measures:
1) practice standards to help companies internalize into their daily operation any definition 2) a framework that aligns ESG/sustainable finance with the  #SDGs    working with    Agree with  @FT  that  #ESG  should neither be used as a “virtue signalling tactic”. Nor for  #greenwashing . 

Two measures would help prevent that

1. A clear and globally applied definition of ESG or sustainable investing. 

2. Mandatory reporting&disclosure https://ft.com/content/ed4452e6-cd04-49d6-b2b7-6e098dc715a4…","""sustainable finance""AND""definition"""
120,2020-07-12T15:30:42.000Z,"The Swiss financial centre wants to lead in ethical investing. NGOs fear banks are more interested in cashing in than saving the planet. One thing everyone agrees on is need for a universal definition of sustainable finance,  measures to oversee sector.","""sustainable finance""AND""definition"""
121,2020-07-07T09:43:50.000Z,"Our project with the , FiBraS, has published a new document: ‘Sustainable Finance: A Summary’ is out now! Go to  to find out more about background, definition & categories of  #sustainablefinance  and effects on financial sector stakeholders","""sustainable finance""AND""definition"""
122,2020-06-17T10:00:39.000Z,"  's succinct definition of 'Sustainable Finance' helped us to kickstart the discussion on how investors can mobilise private capital for good. 
Watch this vibrant exploration come to life here:","""sustainable finance""AND""definition"""
123,2020-06-22T10:29:02.000Z,"Three objectives of the new EU definition of ""sustainable  finance"" will contribute to better status of water: Sustainable use & protection of water resources, Pollution prevention & control, Protection & restoration of biodiversity and ecosystems.","""sustainable finance""AND""definition"""
124,2020-07-07T09:43:50.000Z,"Stainless steel is a superb material as it is 100% recyclable, efficient and long-lasting.  #sustainability   #circulareconomy","""sustainable finance""AND""definition"""
125,2020-05-23T09:46:01.000Z," recently published high-level definitions for the Sustainable Finance sector!

The objective of this publication is to ensure that all participants & stakeholders are using a common & transparent language.  Download the insightful document   ","""sustainable finance""AND""definition"""
126,2020-05-27T14:54:00.000Z,"Following the release of the   paper on high-level definitions for sustainable finance, you can now listen to our Paris colleague, Nicholas Pfaff, explaining some key points in his presentation. #greenfinance   #sustainablefinance ","""sustainable finance""AND""definition"""
127,2020-05-19T13:50:55.000Z,"Following the release of the   paper on high-level definitions for sustainable finance, you can now listen to our Paris colleague, Nicholas Pfaff, explaining some key points in his presentation. #greenfinance   #sustainablefinance","""sustainable finance""AND""definition"""
128,2020-05-16T03:00:16.000Z,ICMA Publishes a Report on Definitions for Sustainable Finance     #FinancialLaw,"""sustainable finance""AND""definition"""
129,2020-05-19T13:50:55.000Z,Inclusive diets within planetary boundaries,"""sustainable finance""AND""definition"""
130,2020-05-15T19:05:09.000Z,ICMA Publishes a Report on Definitions for Sustainable Finance      #FinancialLaw,"""sustainable finance""AND""definition"""
131,2020-05-15T13:00:03.000Z,ICMA Publishes High-level Definitions For Sustainable Finance ,"""sustainable finance""AND""definition"""
132,2020-05-15T13:57:57.000Z,ICMA issues high-level definitions for sustainable finance #ICMA   #sustainablefinance   #ESG ,"""sustainable finance""AND""definition"""
133,2020-05-15T13:00:03.000Z,"A major culprit of the  #climatecrisis , the   estimates that the  #globalfoodsystem  is responsible for 30% of total greenhouse gas emissions.  For teams working to reverse this trend, join the movement with the  #SeedingTheFuture   #GFSChallenge ! ","""sustainable finance""AND""definition"""
134,2020-05-15T03:41:46.000Z,ICMA issues high-level definitions for sustainable finance ,"""sustainable finance""AND""definition"""
135,2020-05-14T14:32:16.000Z,".  issues definitions in sustainable finance terminology move

 “There is a need for convergence on terminology among market participants, wider stakeholders, as well as policy makers and regulators”.  #CapitalMarkets   #ESG","""sustainable finance""AND""definition"""
136,2020-05-13T16:47:31.000Z,"Our  #GreenTargets  framework for looking at  #sustainable   #finance  commitments from banks cited in this   article, which captures some nuances around commitments' definitions, size and relation to  #fossil  finance. 

Our tool:  Deutsche Bank is pledging to roughly double its green financing activities over the coming five years.  https://ft.com/content/fc7a412a-6c61-4702-b618-4bd972122701…","""sustainable finance""AND""definition"""
137,2020-05-13T09:32:37.000Z," has published a set of high-level definitions for sustainable finance based to address the need for convergence on terminology by market participants, regulators, policymakers and other stakeholders

More ","""sustainable finance""AND""definition"""
138,2020-05-12T15:28:02.000Z,ICMA issues definitions in sustainable finance terminology move,"""sustainable finance""AND""definition"""
139,2020-05-12T19:44:08.000Z,ICMA issues definitions in sustainable finance terminology move ,"""sustainable finance""AND""definition"""
140,2020-05-11T19:06:23.000Z,ICMA issues high-level definitions 4  #sustainablefinance  on current market usage & existing official sector terminology 4 the most commonly used terms in the sustainable finance field  #climatefinance   #impactfinance   #greenfinance   #socialfinance    ,"""sustainable finance""AND""definition"""
141,2020-05-11T15:31:37.000Z," has issued today high-level definitions for sustainable finance, building on current market usage and existing official sector terminology. 

You can also download the document here    #sustainablefinance   #greenfinance","""sustainable finance""AND""definition"""
142,2020-05-08T19:14:00.000Z,"""The EC’s precise definitions of environmentally sustainable activities are a potential game changer for the financial industry and its emerging “sustainable finance” activities.""  #nowreading The  #EuropeanCommission  recently released the  #EU   #SustainableTaxonomy  report, which defines the framework under which economic activity can be considered environmentally sustainable. Why is this an important milestone?  Find out in our latest blog    https://bit.ly/35ESP7J","""sustainable finance""AND""definition"""
143,2020-05-04T11:57:43.000Z,"Oil & gas excluded from the definition of *fossil fuels* in draft  #ESG  disclosure rules, which was supposed to give end investors clear info on ESG risks as part of the EU Sustainable Finance Action Plan.  #Greenwashing   #RegulatoryCapture   #ClimateLobbying","""sustainable finance""AND""definition"""
144,2020-05-04T12:03:18.000Z,"This is bonkers. How can EU financial regulators exclude oil and gas from definition of fossil fuels in ESG disclosure rules and expect to be taken seriously? Surely this undermines further the EU Sustainable Finance Action Plan    #Greenwashing Oil & gas excluded from the definition of *fossil fuels* in draft  #ESG  disclosure rules, which was supposed to give end investors clear info on ESG risks as part of the EU Sustainable Finance Action Plan.  #Greenwashing   #RegulatoryCapture   #ClimateLobbying     https://ft.com/content/07083de6-c4d4-4f1b-8dc4-c4490e670216…","""sustainable finance""AND""definition"""
145,2020-05-06T08:51:36.000Z,Great   piece from   and   on pushback from investors on proposed fossil fuel definitions in emerging EU sustainable finance rules ,"""sustainable finance""AND""definition"""
146,2020-05-08T19:14:00.000Z,Social media data shed light on air-conditioning interest of heat-vulnerable regions and sociodemographic groups,"""sustainable finance""AND""definition"""
147,2020-01-30T22:19:30.000Z,"Take, for example, the EU Sustainable Finance Taxonomy: ""Another challenge regarding the definition of the screening criteria is setting the adequate level of thresholds. Setting too low or too high thresholds, which do not reflect best market practices…""","""sustainable finance""AND""definition"""
148,2020-01-24T14:10:05.000Z," In this podcast, Cecilia Tam of the   describes the importance of creating taxonomies, or definitions, of  #sustainable  finance and the impact it could have for green investment in Asia and the Pacific and beyond  : ","""sustainable finance""AND""definition"""
149,2020-01-30T02:46:02.000Z,‘Investors need “green” definitions to choose sustainable finance’ on  #SoundCloud   #np  ,"""sustainable finance""AND""definition"""
150,2020-01-22T10:08:52.000Z,#WEF20   ’s S. Madera highlights importance of taxonomies in developing networks to scale up sustainable finance  . Need same definitions & standards to coordinate; regulators & central banks have key role. Big potential for RMB role to expand quickly w/ digitization,"""sustainable finance""AND""definition"""
151,2020-01-22T10:08:52.000Z,"#LombardOdier  is proud to announce the launch of  #holistiQ  Investment Partners, a dedicated sustainable asset management business within   created in partnership with  , the leading system change company.","""sustainable finance""AND""definition"""
152,2020-01-08T09:15:20.000Z,10/17 The EU discussion on sustainable finance taxonomy made one thing clear: nuclear is not sustainable in none of its definitions. And it is not a vital part of climate mitigation.,"""sustainable finance""AND""definition"""
153,2019-12-18T12:51:40.000Z,"An Important step for the definition of an EU taxonomy for  #Sustainable  Finance, involving all financial market participants and with measures to disclose non-sustainable activities   Great news: A few hours ago, the Committee of the Permanent Representatives (COREPER) officially endorsed the EU taxonomy for green investments! 

More in our press release ""EU shows leadership on Sustainable Finance""   https://finance-watch.org/press-release/taxonomy-for-green-investments-eu-shows-leadership-on-sustainable-finance/…","""sustainable finance""AND""definition"""
154,2019-12-06T09:20:04.000Z,"“W/credible + ambitious definitions for  #sustainable   #investment , the  #EU  will ld the world in sustainable finance..."" 

EU policy makers have agreed to create a classification system for  #greenfinance  products, aiming to give the market legitimacy >>","""sustainable finance""AND""definition"""
155,2019-10-22T14:12:35.000Z,"Germany's ""green"" finance push:   calls for a clearer definition of what constitutes “green” and “sustainable”  #finance  -      #climateaction   #sustainability  @RuthBerschens   ","""sustainable finance""AND""definition"""
156,2019-10-22T14:12:35.000Z,"Revolutionizing fashion:  's journey towards circular textiles With millions of pairs of jeans worth of recycled materials, Renewcell is bringing solutions & changing mindsets in  #fashion Check out their next steps to scale up impact","""sustainable finance""AND""definition"""
