,time,content,search_key
109,2020-05-11T19:06:23.000Z,ICMA issues high-level definitions 4  #sustainablefinance  on current market usage & existing official sector terminology 4 the most commonly used terms in the sustainable finance field  #climatefinance   #impactfinance   #greenfinance   #socialfinance    ,"""sustainablefinance""AND""definition"""
110,2020-05-11T15:31:37.000Z," has issued today high-level definitions for sustainable finance, building on current market usage and existing official sector terminology. 

You can also download the document here    #sustainablefinance   #greenfinance","""sustainablefinance""AND""definition"""
111,2020-04-09T19:01:48.000Z,Does the  #EU 's taxonomy set a standard for the rest of the market? Will it fast-track the  #lowcarbon  transition? The need for clear definitions and benchmarks have been recognized barriers for  #greenfinance  and  #sustainablefinance .  #ThursdayThoughts,"""sustainablefinance""AND""definition"""
112,2020-04-02T13:31:48.000Z,"The TMX Group resource includes key definitions, thought leadership and events related to ESG. Take a look!  #ESG   #SustainableFinance   New  #ESG  resource page from  @tsx_tsxv : TSX ESG 101 including contributions from  @ESGGlobalAdv  and other experts  https://tsx.com/tsx-company-services/learning-academy/esg-101…","""sustainablefinance""AND""definition"""
113,2020-03-18T10:15:41.000Z,"#EBA  Staff Paper on  #SustainableFinance    sets out definitions of  #ESG    factors and how are these converted and treated as risks.

What else *governance
*disclosures
*sustainability in business
*policies and risk management 
*green financial products","""sustainablefinance""AND""definition"""
114,2020-03-18T10:50:43.000Z,EU Green Bond label to be available to issuers from all over the world. Label is first step towards global standardization on definitions of green bond.  #GreenBonds   #SustainableFinance    ,"""sustainablefinance""AND""definition"""
115,2020-03-18T10:15:41.000Z,"Der einzige Rucksack, den ein Mann braucht. Entwickelt für die Arbeit   Reisen   und alle Aspekte des Lebens.  #Rucksackreise   #Reisen   #Reiseziel   #DeutschlandTourismus","""sustainablefinance""AND""definition"""
116,2020-03-04T07:00:28.000Z,One of the major obstacles to  #sustainablefinance  remains the lack of a common definition of  #ESG . So what does the proposed EU taxonomy mean and how it can help asset managers identify “sustainable assets” ?,"""sustainablefinance""AND""definition"""
117,2020-01-29T12:42:53.000Z,"#RefiningForum : Experts from the  #EURefiningIndustry  debated on  #SustainableFinance  &  #Taxonomy . “We see this as a work in progress. It’s very important to have the right definitions around investing”, says John Cooper,   DG.
Watch the video for his takeaway on this!","""sustainablefinance""AND""definition"""
118,2020-01-29T09:45:38.000Z,"#Banks  are increasingly aware of #ESG  and  #climate -related risks; but the actual incorporation of  #risks  into strategies,  #governance  and
risk management is in the early stages and there are divergent approaches with regards to the definition of ESG factors.  #sustainablefinance   #EBA  Staff Paper   It sets out various definitions of  #ESG  factors and how these are converted into and treated as ESG risks. What else *governance
*disclosures
*sustainability in business
*policies and risk management 
*green financial products http://europa.eu/!gd84UN","""sustainablefinance""AND""definition"""
119,2019-12-18T15:06:04.000Z,"(Encore) une avancée majeure aujourd'hui en  #Europe    Parlement et Conseil se sont accordés sur une définition européenne commune des investissements verts. 

On avance ! #SustainableFinance   #FinanceVerte  ","""sustainablefinance""AND""definition"""
120,2019-12-27T09:15:07.000Z,Sustainable criteria has been embedded into financial regulations by the EU. This includes a definition of what constitutes green investment and supervision of how sustainable criteria are used when making investment decisions.  #sustainablefinance   #bankingsupervision,"""sustainablefinance""AND""definition"""
121,2019-12-18T08:28:34.000Z,"„Diese Einigung bringt den Durchbruch für nachhaltige Finanzprodukte in Europa.“
So   zur  #SustainableFinance  Definition auf  #EU -Ebene  #ClimateAction","""sustainablefinance""AND""definition"""
122,2019-12-01T16:26:42.000Z,No Clear Definition for  #SustainableFinance  Is a $4 Trillion Problem - Bloomberg,"""sustainablefinance""AND""definition"""
123,2019-12-04T20:02:02.000Z,"Standardized  #data  reporting is indeed a must have for the future of  #sustainablefinance , but also a common definition for sustainable or green will also need to be harmonized. Will there be more steps taken soon?  #greenfinance   #WednesdayWisdom  ","""sustainablefinance""AND""definition"""
124,2019-11-20T17:27:02.000Z,"IA launches definitions on responsible and ESG investing to create a common language for advisers, fund managers and consumers.  #impinv   #sustainablefinance   #SDGs   #ESG      ","""sustainablefinance""AND""definition"""
125,2019-11-18T20:55:37.000Z,[UK] Investment Association launches ESG definitions. [Could begin to establish definitions everywhere!]     #ESG   #ethicalinvesting   #sustainablefinance   #invetment   #investing,"""sustainablefinance""AND""definition"""
126,2019-11-18T09:32:00.000Z,"the  #Esg  space is being defined now, in fact it's not easy to find common definitions about Esg,  #sustainablefinance  etc., prof. Sciarelli says  #settimanasri   #Napoli","""sustainablefinance""AND""definition"""
127,2019-11-15T20:01:59.000Z,The case for standardizing terminology for  #greenfinance  /  #sustainablefinance  /  #ESG  all is laid out in today's  #FridayReads . An agreed upon set of terms will greatly move forward the work on common definitions and standards in the space.   ,"""sustainablefinance""AND""definition"""
128,2019-10-29T08:59:48.000Z,": besoin d'harmoniser la taxonomie, le vocabulaire, les définitions et les principes de la  #greenfinance  et  #sustainablefinance  ?   a commencé les travaux sur des  #normesinternationales  qui cristallisent le consensus des expert et des nations. The OECD  #GreenFinance  and Investment Forum is starting soon At 9:15  @OECD  SG Angel Gurría will give a greeting along with keynotes from Brune Poirson, Satoru Morishita & Daniel Klier.

Watch the livestream   http://oe.cd/forumgfi  #OECDgfi   #ClimateAction","""sustainablefinance""AND""definition"""
129,2019-09-24T22:44:15.000Z,"#HSBC   #sustainablefinance  survey identifies four barriers for growth: (1) lack of disclosure, (2) inconsistent  #ESG  definitions, (3) shortage of skills, and (4) a mismatch between investor appetite and the need for investment","""sustainablefinance""AND""definition"""
130,2019-10-10T13:02:13.000Z,Is there a common definition of  #esgintegration ?    #sustainablefinance   #BuildingBridgesSummit,"""sustainablefinance""AND""definition"""
131,2019-09-15T19:35:06.000Z,It is not always easy to understand the extent of  #ImpactInvestment  and  #SustainableFinance . Here is a short and clear definition : ,"""sustainablefinance""AND""definition"""
132,2019-09-24T15:41:22.000Z,I like the definition of  #sustainablefinance  from   here at  #wef   #ClimateActionSummit  “ it is a way to introduce science into finance”    #investintheplanet,"""sustainablefinance""AND""definition"""
133,2019-09-24T18:52:39.000Z,".  Daniel Klier: 4 challenges in  #sustainablefinance 1. Lack of disclosure
2. Inconsistency of definitions
3. Education in financial industry on sust finance is not good enough 
Mismatch on where money is (US $) + where it needs to go (emerging markets)  #climateweeknyc","""sustainablefinance""AND""definition"""
134,2019-09-11T04:48:34.000Z,"Two factors hamper investor interest in sustainable finance options in Germany. First, banks do not regularly inform their customers about green investment options. Second, the unclear definition of sustainable finance.  #sustainablefinance   #ActOnClimate  ","""sustainablefinance""AND""definition"""
135,2019-08-26T15:42:48.000Z,"Repetitio mater lectionis est: Hessen, Brandenburg, NRW und BaWü steuern ihre Pensionsfonds um - auf Basis einer einheitlichen Definition von  #Nachhaltigkeit , in regional unterschiedlicher Ausprägung    #ESG   #Klima   #SustainableFinance","""sustainablefinance""AND""definition"""
136,2019-07-22T09:56:22.000Z,Neues zu  #Nachhaltigkeit  beim Thema  : ExpertInnen der Technical Expert Group on  #SustainableFinance  haben der   Kriterien zur Definition von  #nachhaltigen  Geldanlagen vorgelegt - Fragen & Antworten in unserem neuen Beitrag:    ,"""sustainablefinance""AND""definition"""
137,2019-08-05T15:27:35.000Z,We couldn't agree more! Access to clear and transparent data will be a pillar of the definition dilemma in Green finance.  #ESG   #ImpactInvesting   #SustainableFinance   #GreenFinance Valid point that clearer metrics are needed for  #greenbonds  assessment especially as its popularity grows. Think this is part of the larger definition dilemma in general for  #greenfinance . What is green?! Billion dollar question!  #MondayMorning  Read more:  http://ow.ly/mPLf50vj2bV,"""sustainablefinance""AND""definition"""
138,2019-07-22T09:56:22.000Z,"Echte Männer reisen mit Stil und Komfort.   Dieser Rucksack ist kein gewöhnlicher Beutel. Er ist für Reisende gemacht, die das Beste verlangen. Probier ihn aus und erlebe den Unterschied.  #Reisen   #Reiseziel   #DeutschlandTourismus","""sustainablefinance""AND""definition"""
139,2019-06-27T15:11:56.000Z, has just published its latest  #SustainableFinance  research on the  #EUTaxonomy . The green definitions on what is an eligible green investment is likely to re-accelerate growth in the sustainable finance market in Europe.  What are your thoughts?,"""sustainablefinance""AND""definition"""
140,2019-06-04T11:42:23.000Z,"Alexander Schindler  : auch Privatwirtschaft muss  #nachhaltig  investieren. Frau Mikus  #KENFO :  #Klimaschutz  und  #nachhaltiges  Wirtschaften zusammen denken. Die eine Definition gibt es nicht, aber viele Möglichkeiten  #Transparenz   #ESG   #SustainableFinance","""sustainablefinance""AND""definition"""
141,2019-06-25T12:40:51.000Z,"Carlo Cimbri, CEO of ICMIF member   : ""Insurance has, by definition, social impact and is one of the pillars that provides balance for a social community, a country, a state.""  #FinanzaSostenibile   #sustainablefinance   #integratedreport #Cimbri : “L’assicurazione produce impatto sociale per definizione è uno dei pilastri dell’equilibrio di una comunità sociale, di un paese, di uno stato”. #FinanzaSostenibile  twitter.com/UnipolGroup_PR…","""sustainablefinance""AND""definition"""
142,2019-05-28T12:55:03.000Z,"Franklin Templeton's  #ESG  head Julie Moret on trends in  #ESG  investing, challenges around definitions,  #greenwashing , and EU's  #sustainablefinance  plan","""sustainablefinance""AND""definition"""
143,2019-04-24T08:35:56.000Z,The market needs consistency and reliability in  #ESG  definitions on a global scale @SDL    #ESGgamechanger   #SRI   #SustainableFinance,"""sustainablefinance""AND""definition"""
144,2019-03-14T09:20:23.000Z,A great step in the right direction. It would have been wonderful though not to 'divest in risky assets' but rather to 'invest in the new economy': does it really need to come to the 'risk' definition for positive action? #sustainablefinance   #sustainability   #SustainableDevelopment French asset manager BNP Paribas plans to divest up to $1 billion in coal stocks  https://ft.com/content/57d71893-5ae6-3a14-80ae-b82fdfbd1729…,"""sustainablefinance""AND""definition"""
145,2019-02-27T14:59:47.000Z,"We need a common definition, language, and narrative around  #SustainableFinance  in Canada says   - opening the discussion with expert panel.   #GLOBEcapital","""sustainablefinance""AND""definition"""
146,2019-02-27T15:00:49.000Z,"Top priorities of the Expert Panel on  #SustainableFinance : clear definition and national narrative, collaboration, policy certainty, accessible data, disclosure, and a knowledgeable ecosystem.  #GLOBECapital","""sustainablefinance""AND""definition"""
147,2019-02-05T16:29:32.000Z,"DYK: 7 in 10  #AssetManagers  say the lack of high-quality information is the biggest challenge in adopting  #ESG  principles? #Sustainablefinance  needs clear definitions, standards, disclosure and transparency! Let's make it happen! ","""sustainablefinance""AND""definition"""
148,2019-02-04T14:23:01.000Z,Submit your feedback on  #SustainableFinance  definition The   Technical Expert Group on Sustainable Finance (TEG) is expecting your participation by 22 February!    ,"""sustainablefinance""AND""definition"""
149,2019-01-18T07:02:00.000Z,EU group invites feedback on sustainable finance definition via       #SustainableFinance,"""sustainablefinance""AND""definition"""
150,2018-12-06T12:43:57.000Z,Felt proud to announce our European definition for energy efficient mortgages at  #COP24  this week at   and   Pavilions   - EU is leading on  #SustainableFinance  @H2020EE,"""sustainablefinance""AND""definition"""
151,2018-12-07T08:42:28.000Z,Felt proud to announce our European definition for energy efficient mortgages at  #COP24  this week at Nordregio and EU_Commission Pavilions    … - EU is leading on  #SustainableFinance  H2020EE Felt proud to announce our European definition for energy efficient mortgages at  #COP24  this week at  @Nordregio  and  @EU_Commission  Pavilions  https://businesswire.com/news/home/20181203005383/en/Energy-Efficient-Mortgages-Greener-Future-Europe…  - EU is leading on  #SustainableFinance  @H2020EE,"""sustainablefinance""AND""definition"""
152,2018-11-27T10:20:58.000Z,"The principes by Careen Abb -  #PositiveImpact  Lead,   for banking audience:
1/ definition
2/ frameworks by  #SDG 3/ transparency
4/ assessment
Tools for  #holisticimpacts  analysis available: Model frameworks
& Impact radar  #grt2018   #sustainablefinance","""sustainablefinance""AND""definition"""
153,2018-11-27T10:25:23.000Z,"Presentation of the impact categories & definitions of the "" #impactradar "" available on our website       #grt2018  by Careen Abb -  #PositiveImpact  Lead,  .  #GRT2018   #sustainablefinance","""sustainablefinance""AND""definition"""
154,2018-11-21T11:41:53.000Z,"thanks to  's work we have a definition of  #sri  in Italy and I think it's a fair one,   (from the audience) from   says at  #settimanasri         #esg   #sustainablefinance","""sustainablefinance""AND""definition"""
155,2018-11-14T08:43:12.000Z,"In  #Europe ,  #investEU  + action plan on  #SustainableFinance   are providing an innovative frame for investors : with common standards on definition, reporting, accounting coupled with a public guarantee covering in particular SME, innovation, sustainable , social.   Here's how impact  #investing  can change the world  https://wef.ch/2CXjVvu   #economics","""sustainablefinance""AND""definition"""
156,2018-11-08T04:27:31.000Z, announced plans to launch a roadmap for  #sustainablefinance  at  #iifmenasummit  on 6 Nov.  #ADGMFSRA  Director   stresses the impt of consistent definition for  #Green -investments.   via ,"""sustainablefinance""AND""definition"""
157,2018-10-16T10:54:53.000Z,‘We cannot discuss smth that is not defined. Currently we do not have a common definition of what  #SustainableDevelopment  is’ says   at the   and     event on  #sustainablefinance,"""sustainablefinance""AND""definition"""
158,2018-11-08T04:27:31.000Z," Sie werden nie erraten, warum die Leute diesen Rucksack so sehr lieben!  Handgepäckgröße der Fluggesellschaft    15,6 Laptopfach  Große Kapazität  Stil mit Funktionalität kombinieren","""sustainablefinance""AND""definition"""
159,2018-09-25T08:42:23.000Z,‘ : when it comes to  #Sustainability  we must be clear about a common definition and agree with all political parties about priorities and the right investments  #sustainablefinance,"""sustainablefinance""AND""definition"""
160,2018-10-10T14:53:38.000Z,"Over $8.7 trillion in the  #US  are now tied to sustainable, responsible and  #impact  investing. It's a good start, but we also need to look into definitions of  #SustainableFinance  to make sure we help good initiatives flourish and show the way to laggards: ","""sustainablefinance""AND""definition"""
161,2018-09-20T11:40:39.000Z,"Read the 10 principles for development of sustainable finance definitions & taxonomies, set out by the FC4S sustainable cities (including Zurich & Geneva):     #sustainablefinance     ""It is now evident that a shared language for green & sustainable finance is required to undergird market integrity, ensure compatibility, & drive coherence in practices & approaches of fin institutions, regulators, & policy
institutions."" Statement here:  https://goo.gl/yiK5GA","""sustainablefinance""AND""definition"""
162,2018-09-18T18:07:29.000Z,Wow. The   contributes to „building a shared language for green and sustainable finance“ by proposing 10 principles to guide the development of definitions and taxonomies of  #green  and  #sustainablefinance  in a statement released today    In  #Halifax  today at the  @g7  meetings  @FC4SNetwork  is proud to announce a statement on Guiding Principles for the Development of Taxonomies.  https://goo.gl/YGTM6z  @UNEnvironment  @UN   @ErikSolheim   @JenReynolds__   @TFICanada   @NVJRobins1   @fininquiry   @g7,"""sustainablefinance""AND""definition"""
163,2018-09-18T07:29:02.000Z,"""Put simply, ESG, climate finance and risk management are moving mainstream"", says  . Nevertheless, there is still inconsistency of  #ESG  definitions and low awareness of  #TCFD .  #sustainablefinance       #sustainability","""sustainablefinance""AND""definition"""
164,2018-07-12T13:30:25.000Z,"#IFFParis  
""We want to make sure that we all have the same definition of what is green"" Nezha HAYAT, Chairperson & CEO, Moroccan Authority of Capital Markets (AMMC) #GreenFinance   #SustainableFinance","""sustainablefinance""AND""definition"""
165,2018-08-17T03:28:37.000Z,"On August 15,  #Shanghai  Stock Exchange issued rules on  #Green  Asset Backed Securities, including definition, verification & disclosure requirements. This is in line recommendations of  #G20   #Sustainable  Finance Study Group's 2018 Synthesis Report  #SDGs   #sustainablefinance   #ESG","""sustainablefinance""AND""definition"""
166,2018-07-06T01:44:37.000Z,"EU-wide Climate taxonomy for sustainable activities, to provide common definitions for what is green and what is not!
This is great step in  #sustainablefinance          @UNEnvironment  #susty   #SDGs   #ESG   #Sustainability   #climatefinance   #Banking Good read by  @EU_Commission 's  @VDombrovskis  on sustainable finance. Could not agree more, sustainable finance is no longer a niche market, it is the only way forward for us to save this planet!  #ClimateAction   https://europeansting.com/2018/07/02/a-sting-exclusive-eus-sustainable-finance-action-plan-laying-down-the-foundations-for-a-greener-financial-system-by-european-commissions-vice-president-dombrovskis/…","""sustainablefinance""AND""definition"""
167,2018-06-06T10:30:36.000Z,.@GasNaturally notes with interest the latest   proposals on  #sustainablefinance      #ICYMI  read our views on holistic definition of  #sustainability  and how the new  #taxonomy  should be developed:     #ESG   #SustFinEU,"""sustainablefinance""AND""definition"""
168,2018-06-01T11:31:50.000Z,"#icmaagm2018  there is a risk attached to  #greenfinance  as it gains popularity, if there is no definition and taxonomy and no thoughts given to impact.  #sustainablefinance","""sustainablefinance""AND""definition"""
169,2018-05-24T13:38:42.000Z,"Definitions and measurements seem to still be quite a big question mark in  #sustainablefinance : what is  #sustainability , where are priorities - social or environment - and which activities are identified as “green”? Daniel Gros, Martin Spolc and Sebastien Godinot at  #ebs2018","""sustainablefinance""AND""definition"""
170,2018-05-24T09:52:20.000Z,"We want to set up an EU-wide classification-system for sustainable activities, to give common definitions for what is green and what is not. This is a ground-breaking step that will lay the foundations for a Single Market for sustainable investment  #sustainablefinance","""sustainablefinance""AND""definition"""
171,2018-05-23T09:16:11.000Z,". : unsustainable investments (e.g. high carbon sector 5-40%) are massive, we also need an EU brown taxonomy to have a harmonised definition      #SustainableFinance   #pressclub","""sustainablefinance""AND""definition"""
172,2018-04-19T17:41:02.000Z,"WWF has been engaged in the work of the Task Force on Climate-Related Financial Disclosures (TCFD). WWF would like to see this being mandatory, with a better definition of fiduciary duty.  #IEMAFellows   #sustainablefinance","""sustainablefinance""AND""definition"""
173,2018-04-25T12:22:42.000Z,"We need more definitions on what is a social or green bond to further grow market as per Philip Brown, Head of Global Green & Social Bonds, Citi  #sustainablefinance","""sustainablefinance""AND""definition"""
174,2018-05-09T08:45:16.000Z,The definition issue continues to hamper  #SRI   #sustainableinvesting   #SustainableFinance   #Sustainability ,"""sustainablefinance""AND""definition"""
175,2018-05-23T09:16:11.000Z,"Gerade habe ich meinen neuen Reise-Rucksack   getestet und wow, er hat alle Erwartungen übertroffen! Der Komfort, den er bietet, ist wirklich bemerkenswert","""sustainablefinance""AND""definition"""
176,2018-04-18T17:35:03.000Z,"Finding a definition for  #sustainablefinance  together with science, economy, civil society and policy. Today discussion organised by        #science   #impactmeasurement   #learning   #SDGs   #h4sf   #valuechain","""sustainablefinance""AND""definition"""
177,2018-03-29T17:36:35.000Z,".  came up with a classification of  #RI  funds already several years ago, pioneering the  #sustainablefinance  definition in  #assetmanagement    at  #greenfinance  day ","""sustainablefinance""AND""definition"""
178,2018-03-21T15:53:08.000Z,Some great views of London today at the different workshop locations of  #cbi18 . But now it’s indoors again for the final session on green definitions and assurance.  #greenbonds   #sustainablefinance   #london,"""sustainablefinance""AND""definition"""
179,2018-03-16T17:49:59.000Z,".  at  #ESML  award ceremony: ""Long term is at the heart of the definition of  #SustainableFinance .""  #ApprendreLaBourse  ","""sustainablefinance""AND""definition"""
180,2018-02-23T10:39:51.000Z,What could a ‘taxonomy’ look like for sustainable investments?   invites you to a webinar on European Sustainable Investment Policy & the proposed Sustainability Definitions. Register now!  #HLEG   #sustainablefinance  ,"""sustainablefinance""AND""definition"""
181,2018-01-31T14:56:56.000Z,#SustainableFinance : to properly serve society banks need to be able to act constructively when addressing  #climatechange . Banks can only do so when there are clear definitions and clear rules that also maintain  #financialstability      ,"""sustainablefinance""AND""definition"""
182,2017-12-13T08:29:19.000Z,#GreenTagging  can indeed enable  #SustainableFinance .  #BankWorkingGroup  2017's report finds that definitions are critical. Its study shows that 90% of banks with  #GreenTaxonomies  either use their own definitions or use the ClimateBonds     #GreenDefinition … #GreenTagging  can indeed enable  #SustainableFinance .  #BankWorkingGroup  2017's report finds that definitions are critical. Its study shows that 90% of banks with  #GreenTaxonomies  either use their own definitions or use the  @ClimateBonds      #GreenDefinitions   https://twitter.com/VDombrovskis/status/940501178730844160…,"""sustainablefinance""AND""definition"""
183,2017-12-18T11:53:08.000Z,"#Panama  inqu committee   recommends better regulation of financial intermediaries, better protection of whistle-blowers
and a single definition of tax havens:    #SustainableFinance","""sustainablefinance""AND""definition"""
184,2018-01-31T14:56:56.000Z,No time to get ready for your meeting? Use xpression camera to be dressed for all occasions.,"""sustainablefinance""AND""definition"""
185,2017-12-12T18:07:09.000Z,#GreenTagging  can indeed enable  #SustainableFinance .  #BankWorkingGroup  2017's report finds that definitions are critical. Its study shows that 90% of banks with  #GreenTaxonomies  either use their own definitions or use the       #GreenDefinitions Investors need a common language for what is considered  #green  and  #sustainable . Our goal is to have a shared EU taxonomy - or a classification system - for sustainable finance. This is necessary for it to reach scale.  #OnePlanetSummit,"""sustainablefinance""AND""definition"""
186,2017-11-29T10:08:27.000Z,At the panel Gerhard Schick   and Regine Richter  : there is no single standard yet; a definition for green  #SustainableFinance  is key!,"""sustainablefinance""AND""definition"""
187,2017-09-08T14:04:13.000Z,Jeromin:  #SustainableFinance  will include a new definition of fiduciary duty  #Verantwortung,"""sustainablefinance""AND""definition"""
188,2017-06-26T09:16:49.000Z,Spainsif is calling for clear definitions for  #SustainableFinance  products and criteria.  #ESG   #SRI Spainsif quiere definir los criterios de “financiación responsable”  http://guiafinem.com/2017/06/26/spainsif-quiere-definir-los-criterios-de-financiacion-responsable/…  vía  @GuiafinemInfo,"""sustainablefinance""AND""definition"""
189,2013-30-05,"#Barter is #sustainablefinance, by definition.  If it's done right.","""sustainablefinance""AND""definition"""
0,2023-05-02T09:57:52.000Z,"Meet  #energate_eu  partner EnerSave Capital a  based sustainable finance facilitator contributes to:
  requirements & specification analysis  pilots assessment business models definition replication & exploitation  Explore our consortium","""sustainable finance""AND""definition"""
1,2023-05-11T13:54:46.000Z,"On  #sustainable  finance, as well as our new  #carbon  credit definitions, we’re also developing standardized terms and clauses to document bespoke sustainability-linked derivatives ( #SLDs ) using components of the ISDA Clause Library, says      #isdaagm","""sustainable finance""AND""definition"""
2,2023-05-11T13:54:46.000Z,"How much does it cost to own a dog? 
Make sure your wallet is ready with our ultimate guide on how to budget for a pup. What will you name your new fur baby?  #iN26","""sustainable finance""AND""definition"""
3,2023-05-18T09:46:33.000Z, presentation currently unpacking “sustainable finance” and noting definitions provided by        #SDGs  ,"""sustainable finance""AND""definition"""
4,2023-06-09T15:18:11.000Z,"And for some icing on that “sustainable finance” cake as the word sustainable has a different definition amongst the wokerati, so to does it amongst financial elites who view it as the opportunity to assign ownership and monetize every atom on earth to perpetuate a Ponzi scheme.","""sustainable finance""AND""definition"""
5,2023-04-27T08:09:54.000Z,"The   recently shared more detail its Sustainable Finance Disclosure Regulation definitions ( #SFDR ).  Read more below for clarity on  #EU  benchmarks, Article 9 fund ratings, whether an asset covered by a transition plan is 'sustainable' and more.    #NetZero","""sustainable finance""AND""definition"""
6,2023-04-04T19:46:31.000Z,"The absence of widely accepted definitions and standards in sustainable finance is illustrated in the wide variations of referenced assets under management.  Read  entitled ""The three faces of sustainable assets under management in the US"" at:  ","""sustainable finance""AND""definition"""
7,2023-04-27T08:09:54.000Z,"Begin hiring talent in The Netherlands in minutes, not months with G-P's #1 global employment solution — no subsidiary required.","""sustainable finance""AND""definition"""
8,2023-03-23T03:52:34.000Z,"Srinath Komarina, GGGI Program Manager of Global Trust Fund on Sustainable Finance Instruments, discussed w/VTV4 on the need for a common and viable definition of  #beinggreen  among stakeholders to build trust of investors & int'l orgs to  #invest  in  #emergingeconomies  like  ","""sustainable finance""AND""definition"""
9,2023-03-08T09:42:17.000Z,"Nordea have shared their predictions for the sustainable finance market for 2023.

Their predictions are as follows:

1. Greenwashing definitions 

The European Commission is expected to put forward a proposal for a directive to re…","""sustainable finance""AND""definition"""
10,2023-01-20T13:57:41.000Z,"A clear definition of  #greenwashing  at EU level is imperative to prevent greenwashing, unlock the potential of sustainable finance and avoid supervisory fragmentation. Read our response to the ESAs’ Call for Evidence","""sustainable finance""AND""definition"""
11,2023-01-20T13:56:56.000Z,"A clear definition of  #greenwashing  at EU level is imperative to prevent greenwashing, unlock the potential of sustainable finance and avoid supervisory fragmentation. Read   response to the ESAs’ Call for Evidence  ","""sustainable finance""AND""definition"""
12,2023-01-13T19:20:35.000Z,"Recognizing the benefits and importance of clear definitions for sustainable activities, 26 worldwide jurisdictions have been in the process of designing, developing, or implementing sustainable finance taxonomies.","""sustainable finance""AND""definition"""
13,2023-01-13T19:20:35.000Z,"''Regulations are a weapon used by large enterprise to keep small innovative competitors out of the market""
Fore more DeFi and Economics points of view,
Follow ","""sustainable finance""AND""definition"""
14,2023-01-13T13:45:17.000Z,The country’s policy reform is a reminder of why definitions matter in sustainable finance and why it is crucial to know what constitutes ‘green’ capital.  #netzero   #netzeroinvestor   #Norway,"""sustainable finance""AND""definition"""
15,2023-01-12T09:02:37.000Z,"Incredible work by   which finds that HSBC's definition of ""sustainable finance"" includes bulldozing a literal village to expand a coal mine","""sustainable finance""AND""definition"""
16,2022-12-15T18:33:54.000Z,.  notes that  #TNFD  is a helpful framework and that we need best practice guidelines and standard definitions to redirect financing - recently announced $1 trillion sustainable finance commitment by 2030,"""sustainable finance""AND""definition"""
17,2022-12-22T03:22:45.000Z,10. SEBI enhances the scope of definition of green debt security to facilitate sustainable finance while safeguarding against ‘greenwashing’,"""sustainable finance""AND""definition"""
18,2022-11-11T08:01:31.000Z,"Day 5   

Today, our Head of Sustainable Finance, Felicity Spors will be discussing the “climate finance terminology” we use in our everyday work and to see whether we can agree on common terms and definitions. 

Head over to the  #MDBPavilion  at 1pm to listen in!","""sustainable finance""AND""definition"""
19,2022-11-25T12:19:41.000Z,"She went on to discuss the potential the FSM bill has to drive sustainable finance in the UK This included seeking a new definition of fiduciary duty that allows pension funds to focus on climate outcomes and protecting savers from the risks arising from climate change.

(3/4)","""sustainable finance""AND""definition"""
20,2022-12-15T18:33:54.000Z,,"""sustainable finance""AND""definition"""
21,2022-11-11T08:01:31.000Z,"Begin hiring talent in Spain in minutes, not months with G-P's #1 global employment solution — no subsidiary required.","""sustainable finance""AND""definition"""
22,2022-10-15T08:28:03.000Z,Can I ask what is sustainable finance ? I’d just like the definition - not having a go or asking for any other reason bar to educate myself.,"""sustainable finance""AND""definition"""
23,2022-10-15T16:18:25.000Z,What is sustainable finance? Definition? Private sector gets finances from their own sources or from financial institutions in the market. Just curious.,"""sustainable finance""AND""definition"""
24,2022-10-12T17:41:19.000Z,"These claims are misleading because the bank is investing billions of dollars in fossil fuels, the main driver of the climate crisis, and its definition of “sustainable” finance doesn’t require the money to actually be used for climate purposes.","""sustainable finance""AND""definition"""
25,2022-09-25T17:55:16.000Z,Consistent rules and definitions of green activities and ESG across jurisdictions will help eliminate greenwashing and promote sustainable finance.  #esg   #greenwashing   #climate   #sec   #legalrisk,"""sustainable finance""AND""definition"""
26,2022-10-11T22:52:11.000Z,The complaint calls RBC’s goal of providing $500 billion worth of sustainable finance by 2025 “false and misleading” because “RBC’s definition of sustainable financing is not linked to the reduction of GHG [greenhouse gas] emissions or climate-related risks.” #Climate,"""sustainable finance""AND""definition"""
27,2022-09-09T09:53:15.000Z,The Platform on Sustainable Finance’s paper about Minimum Safeguards (MS) proposes a clear two-pronged approach for the non-compliance with MS but different definitions could lead to differences in interpretation : ,"""sustainable finance""AND""definition"""
28,2022-09-25T17:55:16.000Z,"''Inflation is essentially a wealth tax on savings""
For more DeFi and Economics points of view, 
Follow ","""sustainable finance""AND""definition"""
29,2022-09-07T11:05:51.000Z,"   &   just released the 2022 primers on  #sustainablefinance ! The documents aim to address key questions, definitions, and recent developments in the field of sustainable finance   Learn More: ","""sustainable finance""AND""definition"""
30,2022-06-02T20:10:24.000Z," | The GTT- LAC, through a participatory and collaborative process, will build a science-based definition to develop a common framework of sustainable finance taxonomies for Latin America and the Caribbean.","""sustainable finance""AND""definition"""
31,2022-07-27T01:00:17.000Z,"Sustainable finance: definition, taxonomy, observatory, training… ","""sustainable finance""AND""definition"""
32,2022-08-09T20:48:28.000Z,Against the odds: Network and institutional pathways enabling agricultural diversification,"""sustainable finance""AND""definition"""
