,time,content_original,search_key,hash_tags,datetime,date,content_all,content_noun
84,2020-10-30T10:15:20.000Z,"#GreenFinance : Commission readies implementation of  #SustainableFinance . The European Commission will detail in the coming weeks what could be considered a ‘green’ activity, a technical definition that would unlock the massive investment needed | Euractiv ","""sustainablefinance""AND""definition""",GreenFinance,2020-10-30 10:15:20+00:00,2020-10-30,"['greenfinance', 'commission', 'ready', 'implementation', 'sustainablefinance', 'european', 'commission', 'detail', 'coming', 'week', 'could', 'consider', '‘', 'green', '’', 'activity', 'technical', 'definition', 'would', 'unlock', 'massive', 'investment', 'need', 'euractiv']","['greenfinance', 'commission', 'ready', 'implementation', 'sustainablefinance', 'commission', 'week', '‘', '’', 'activity', 'definition', 'investment', 'euractiv']"
85,2020-11-03T11:28:03.000Z,#SustainableFinance  definitions are key to shape capital markets towards a  #LowCarbon  economy.,"""sustainablefinance""AND""definition""",SustainableFinance,2020-11-03 11:28:03+00:00,2020-11-03,"['sustainablefinance', 'definition', 'key', 'shape', 'capital', 'market', 'towards', 'lowcarbon', 'economy']","['sustainablefinance', 'definition', 'capital', 'market', 'economy']"
86,2020-07-09T18:40:10.000Z,"Scaling  #sustainablefinance  efforts requires greater alignment around climate (and broader  #ESG ) metrics, definitions, and reporting standards. Go 'back to basics' on these key dimensions: ","""sustainablefinance""AND""definition""",sustainablefinance,2020-07-09 18:40:10+00:00,2020-07-09,"['scale', 'sustainablefinance', 'effort', 'require', 'great', 'alignment', 'around', 'climate', 'broad', 'esg', 'metric', 'definition', 'reporting', 'standard', 'go', ""'back"", 'basic', 'key', 'dimension']","['sustainablefinance', 'effort', 'alignment', 'climate', 'esg', 'metric', 'definition', 'reporting', 'standard', 'basic', 'dimension']"
87,2020-07-09T18:40:10.000Z,Gerade habe ich diesen erstaunlichen Rucksack   bekommen und ich werde nie wieder zu gewöhnlichen zurückkehren! Perfekt für Reisen und den täglichen Gebrauch ,"""sustainablefinance""AND""definition""",,2020-07-09 18:40:10+00:00,2020-07-09,"['gerade', 'habe', 'ich', 'diesen', 'erstaunlichen', 'rucksack', 'bekommen', 'und', 'ich', 'werde', 'nie', 'wieder', 'zu', 'gewöhnlichen', 'zurückkehren', 'perfekt', 'für', 'reisen', 'und', 'den', 'täglichen', 'gebrauch']","['gerade', 'habe', 'diesen', 'erstaunlichen', 'rucksack', 'bekommen', 'werde', 'wieder', 'zu', 'gewöhnlichen', 'zurückkehren', 'perfekt', 'reisen', 'den', 'täglichen', 'gebrauch']"
88,2020-08-18T16:51:46.000Z,"une initiative super. Pour voire plus des investissements durables comme cettes, une parte essentielle sera obtenir plus d’informations et une définition fiable sur des mesures durables comme dans la EU Taxonomy.  #ESG   #SupplyChain   #sustainablefashion   #sustainablefinance   #fashion","""sustainablefinance""AND""definition""",ESG,2020-08-18 16:51:46+00:00,2020-08-18,"['une', 'initiative', 'super', 'pour', 'voire', 'plus', 'des', 'investissements', 'durables', 'comme', 'cettes', 'une', 'parte', 'essentielle', 'serum', 'obtenir', 'plus', '’', 'information', 'et', 'une', 'définition', 'fiable', 'sur', 'de', 'mesures', 'durables', 'comme', 'dans', 'la', 'eu', 'taxonomy', 'esg', 'supplychain', 'sustainablefashion', 'sustainablefinance', 'fashion']","['super', 'pour', 'voire', 'investissements', 'comme', 'cettes', 'parte', 'essentielle', 'serum', 'obtenir', 'information', 'définition', 'sur', 'de', 'mesures', 'durables', 'dans', 'taxonomy', 'sustainablefashion', 'sustainablefinance', 'fashion']"
89,2020-09-08T11:11:26.000Z,"In this video we discuss the principle of do no significant harm as envisaged under the  #Sustainablefinance  disclosure regulation and the  #Taxonomy  regulation. 

The  #Sustainablefinance  disclosure regulation introduces a definition of  #sustainableinvestme …","""sustainablefinance""AND""definition""",Sustainablefinance,2020-09-08 11:11:26+00:00,2020-09-08,"['video', 'discuss', 'principle', 'significant', 'harm', 'envisage', 'sustainablefinance', 'disclosure', 'regulation', 'taxonomy', 'regulation', 'sustainablefinance', 'disclosure', 'regulation', 'introduce', 'definition', 'sustainableinvestme', '…']","['video', 'principle', 'harm', 'sustainablefinance', 'disclosure', 'regulation', 'regulation', 'sustainablefinance', 'disclosure', 'regulation', 'definition', 'sustainableinvestme', '…']"
90,2020-09-29T14:01:47.000Z,"Margaret highlights that Europe's definitions on what counts as ""green bonds"" is narrow and specific to their context (e.g. excludes nuclear). Canada's hope is to lead in establishing a new, more inclusive framework for  #sustainablefinance . #PowerBfast","""sustainablefinance""AND""definition""",sustainablefinance,2020-09-29 14:01:47+00:00,2020-09-29,"['margaret', 'highlight', 'europe', ""'s"", 'definition', 'count', '``', 'green', 'bond', ""''"", 'narrow', 'specific', 'context', 'e.g', 'excludes', 'nuclear', 'canada', ""'s"", 'hope', 'lead', 'establish', 'new', 'inclusive', 'framework', 'sustainablefinance', 'powerbfast']","['highlight', 'definition', 'bond', 'context', 'excludes', 'canada', 'hope', 'framework', 'sustainablefinance', 'powerbfast']"
91,2020-09-29T21:29:28.000Z,"OECD: Bad ESG data is impeding sustainable finance.

As ESG investing proliferates, so does the number of standards, definitions and strategies, creating a muddle that hamstrings investors  #SustainableFinance   #ESG    via ","""sustainablefinance""AND""definition""",SustainableFinance,2020-09-29 21:29:28+00:00,2020-09-29,"['oecd', 'bad', 'esg', 'data', 'impede', 'sustainable', 'finance', 'esg', 'invest', 'proliferates', 'number', 'standard', 'definition', 'strategy', 'create', 'muddle', 'hamstring', 'investor', 'sustainablefinance', 'esg', 'via']","['oecd', 'esg', 'data', 'finance', 'proliferates', 'number', 'standard', 'definition', 'strategy', 'muddle', 'investor', 'sustainablefinance', 'esg']"
92,2020-10-01T19:00:51.000Z,"OECD says that the inconsistent data from non-standardized metrics and definitions will hamper  #ESG  mainstreaming and the growth of  #greenfinance / #sustainablefinance . This is a well-known concern, but how best to effectively address?  #ThursdayThoughts","""sustainablefinance""AND""definition""",ESG,2020-10-01 19:00:51+00:00,2020-10-01,"['oecd', 'say', 'inconsistent', 'data', 'non-standardized', 'metric', 'definition', 'hamper', 'esg', 'mainstreaming', 'growth', 'greenfinance', 'sustainablefinance', 'well-known', 'concern', 'best', 'effectively', 'address', 'thursdaythoughts']","['oecd', 'inconsistent', 'data', 'metric', 'definition', 'mainstreaming', 'growth', 'greenfinance', 'sustainablefinance', 'concern', 'thursdaythoughts']"
93,2020-10-02T11:13:45.000Z,"We’re looking forward to building on the fruitful work of the Technical Expert Group on  #SustainableFinance !   w/  delighted to be among members & congrats to new chair N. Fabian.  #climatefinance  impact is multiplied w/ clear definitions & transparency.  #EUGreenDeal Say hello to the new Platform on Sustainable Finance! 
The list of the 50 selected members is now available:   https://europa.eu/!Mc94pB Would you like to learn more about the new platform and the work ahead?    FAQs  https://europa.eu/!yD36CF  
Stay tuned!  #SustainableFinanceEU","""sustainablefinance""AND""definition""",SustainableFinance,2020-10-02 11:13:45+00:00,2020-10-02,"['’', 'look', 'forward', 'build', 'fruitful', 'work', 'technical', 'expert', 'group', 'sustainablefinance', 'w/', 'delight', 'among', 'member', 'congrats', 'new', 'chair', 'n.', 'fabian', 'climatefinance', 'impact', 'multiply', 'w/', 'clear', 'definition', 'transparency', 'eugreendeal', 'say', 'new', 'platform', 'sustainable', 'finance', 'list', '50', 'selected', 'member', 'available', 'http', '//europa.eu/', 'mc94pb', 'would', 'like', 'learn', 'new', 'platform', 'work', 'ahead', 'faqs', 'http', '//europa.eu/', 'yd36cf', 'stay', 'tune', 'sustainablefinanceeu']","['work', 'expert', 'group', 'sustainablefinance', 'w/', 'member', 'congrats', 'chair', 'climatefinance', 'impact', 'definition', 'transparency', 'platform', 'finance', 'list', 'member', 'http', '//europa.eu/', 'mc94pb', 'platform', 'work', 'http', '//europa.eu/', 'yd36cf', 'stay', 'sustainablefinanceeu']"
94,2020-10-06T08:33:06.000Z,"More precise & consistent definitions of which investments are  #green  &  #sustainable  could facilitate investment by giving confidence to investors    

The OECD’s new report on  #sustainablefinance   #taxonomies  highlights how this can be achieved ","""sustainablefinance""AND""definition""",green,2020-10-06 08:33:06+00:00,2020-10-06,"['precise', 'consistent', 'definition', 'investment', 'green', 'sustainable', 'could', 'facilitate', 'investment', 'give', 'confidence', 'investor', 'oecd', '’', 'new', 'report', 'sustainablefinance', 'taxonomy', 'highlight', 'achieve']","['definition', 'investment', 'sustainable', 'investment', 'confidence', 'investor', '’', 'report', 'sustainablefinance', 'taxonomy']"
95,2020-07-09T14:42:48.000Z,"Most investors and colleagues often ask me about the distinction between sustainable, green, and climate finance. Although there is no universal definition, I like to use the scheme proposed by UNEP for understanding these broad terms #SustainableFinance   #GreenFinance   #Climate","""sustainablefinance""AND""definition""",SustainableFinance,2020-07-09 14:42:48+00:00,2020-07-09,"['investor', 'colleague', 'often', 'ask', 'distinction', 'sustainable', 'green', 'climate', 'finance', 'although', 'universal', 'definition', 'like', 'use', 'scheme', 'propose', 'unep', 'understand', 'broad', 'term', 'sustainablefinance', 'greenfinance', 'climate']","['investor', 'colleague', 'distinction', 'climate', 'finance', 'definition', 'scheme', 'unep', 'term', 'sustainablefinance', 'greenfinance', 'climate']"
96,2020-07-08T13:50:01.000Z,Have you participated in our European  #SustainableFinance  survey yet? Here is a sneak peek. What do you think—to what extent does the lack of definition over sustainable investments constitute a problem for  #FinancialMarket  players (FMPs)?  ,"""sustainablefinance""AND""definition""",SustainableFinance,2020-07-08 13:50:01+00:00,2020-07-08,"['participate', 'european', 'sustainablefinance', 'survey', 'yet', 'sneak', 'peek', 'think—to', 'extent', 'lack', 'definition', 'sustainable', 'investment', 'constitute', 'problem', 'financialmarket', 'player', 'fmps']","['sustainablefinance', 'survey', 'peek', 'extent', 'lack', 'definition', 'investment', 'problem', 'financialmarket', 'player', 'fmps']"
97,2020-07-07T09:43:50.000Z,"Our project with the , FiBraS, has published a new document: ‘Sustainable Finance: A Summary’ is out now! Go to  to find out more about background, definition & categories of  #sustainablefinance  and effects on financial sector stakeholders","""sustainablefinance""AND""definition""",sustainablefinance,2020-07-07 09:43:50+00:00,2020-07-07,"['project', 'fibras', 'publish', 'new', 'document', '‘', 'sustainable', 'finance', 'summary', '’', 'go', 'find', 'background', 'definition', 'category', 'sustainablefinance', 'effect', 'financial', 'sector', 'stakeholder']","['project', 'fibras', 'document', '‘', 'finance', '’', 'background', 'definition', 'category', 'sustainablefinance', 'effect', 'sector', 'stakeholder']"
98,2020-07-07T09:43:50.000Z," ""Ich habe Canles für meinen täglichen Arbeitsweg gekauft, und meine Füße haben sich noch nie so wohl gefühlt. Jetzt freue ich mich auf meine Spaziergänge!""   Erhalten Sie 30% Rabatt und kostenlosen Versand!","""sustainablefinance""AND""definition""",,2020-07-07 09:43:50+00:00,2020-07-07,"['``', 'ich', 'habe', 'canles', 'für', 'meinen', 'täglichen', 'arbeitsweg', 'gekauft', 'und', 'meine', 'füße', 'haben', 'sich', 'noch', 'nie', 'wohl', 'gefühlt', 'jetzt', 'freue', 'ich', 'mich', 'auf', 'meine', 'spaziergänge', ""''"", 'erhalten', 'sie', '30', 'rabatt', 'und', 'kostenlosen', 'versand']","['habe', 'canles', 'meinen', 'täglichen', 'arbeitsweg', 'gekauft', 'meine', 'füße', 'haben', 'gefühlt', 'jetzt', 'freue', 'ich', 'meine', 'spaziergänge', 'rabatt', 'kostenlosen', 'versand']"
99,2020-07-03T12:08:00.000Z,View the new Standard Ethics  #ESG  and  #sustainability  definitions    #rating   #corpgov   #Sri   #sustainablefinance   #investmentgrade   #complyingwiththefuture,"""sustainablefinance""AND""definition""",ESG,2020-07-03 12:08:00+00:00,2020-07-03,"['view', 'new', 'standard', 'ethic', 'esg', 'sustainability', 'definition', 'rating', 'corpgov', 'sri', 'sustainablefinance', 'investmentgrade', 'complyingwiththefuture']","['view', 'standard', 'ethic', 'esg', 'sustainability', 'definition', 'rating', 'sustainablefinance', 'complyingwiththefuture']"
100,2020-06-25T19:41:47.000Z,"#CircularEconomy ,  #SustainableFinance . Sound good? Careful.  Contestable definitions, fuzzy indicators, and inadequate information may mean bad decisions. Just published in  :  .           #IndustrialEcology   #ESG","""sustainablefinance""AND""definition""",CircularEconomy,2020-06-25 19:41:47+00:00,2020-06-25,"['circulareconomy', 'sustainablefinance', 'sound', 'good', 'careful', 'contestable', 'definition', 'fuzzy', 'indicator', 'inadequate', 'information', 'may', 'mean', 'bad', 'decision', 'publish', 'industrialecology', 'esg']","['circulareconomy', 'sustainablefinance', 'definition', 'indicator', 'information', 'decision', 'esg']"
101,2020-06-16T12:44:08.000Z,"#Tuesdaydefinition  Do you know what Climate change is?      Here is a little definition by Gianfranco Gianfrate,  #sustainablefinance  lead expert  #EDHECRisk , before reading his latest WP which investigates the relationship between exposure to  #climatechange  & firm  #creditrisk","""sustainablefinance""AND""definition""",Tuesdaydefinition,2020-06-16 12:44:08+00:00,2020-06-16,"['tuesdaydefinition', 'know', 'climate', 'change', 'little', 'definition', 'gianfranco', 'gianfrate', 'sustainablefinance', 'lead', 'expert', 'edhecrisk', 'read', 'late', 'wp', 'investigate', 'relationship', 'exposure', 'climatechange', 'firm', 'creditrisk']","['tuesdaydefinition', 'climate', 'change', 'definition', 'gianfranco', 'gianfrate', 'sustainablefinance', 'lead', 'expert', 'edhecrisk', 'wp', 'relationship', 'exposure', 'climatechange', 'firm', 'creditrisk']"
102,2020-05-29T16:00:01.000Z,Check the definitions adopted by Standard Ethics:   #Sustainability    #Responsibility   Sustainability  #rating .   #Esg   #corpgov   #Sri   #sustainablefinance   #investmentgrade  #complyingwiththefuture,"""sustainablefinance""AND""definition""",Sustainability,2020-05-29 16:00:01+00:00,2020-05-29,"['check', 'definition', 'adopt', 'standard', 'ethic', 'sustainability', 'responsibility', 'sustainability', 'rating', 'esg', 'corpgov', 'sri', 'sustainablefinance', 'investmentgrade', 'complyingwiththefuture']","['definition', 'ethic', 'sustainability', 'responsibility', 'sustainability', 'rating', 'sustainablefinance', 'complyingwiththefuture']"
103,2020-06-12T10:15:12.000Z,"May 2020 was a long, strange month! ICYMI:   #SustainableFinance  - High-level definitions from the International Capital Markets Association     #responsibleinvestment   #greenbonds   #climaterisk   #GreenRecovery","""sustainablefinance""AND""definition""",SustainableFinance,2020-06-12 10:15:12+00:00,2020-06-12,"['may', '2020', 'long', 'strange', 'month', 'icymi', 'sustainablefinance', 'high-level', 'definition', 'international', 'capital', 'market', 'association', 'responsibleinvestment', 'greenbonds', 'climaterisk', 'greenrecovery']","['month', 'icymi', 'sustainablefinance', 'definition', 'capital', 'market', 'greenbonds', 'greenrecovery']"
104,2020-05-19T13:50:55.000Z,"Following the release of the   paper on high-level definitions for sustainable finance, you can now listen to our Paris colleague, Nicholas Pfaff, explaining some key points in his presentation. #greenfinance   #sustainablefinance","""sustainablefinance""AND""definition""",greenfinance,2020-05-19 13:50:55+00:00,2020-05-19,"['follow', 'release', 'paper', 'high-level', 'definition', 'sustainable', 'finance', 'listen', 'paris', 'colleague', 'nicholas', 'pfaff', 'explain', 'key', 'point', 'presentation', 'greenfinance', 'sustainablefinance']","['release', 'paper', 'definition', 'finance', 'paris', 'colleague', 'pfaff', 'point', 'presentation', 'greenfinance', 'sustainablefinance']"
105,2020-05-27T14:54:00.000Z,"Following the release of the   paper on high-level definitions for sustainable finance, you can now listen to our Paris colleague, Nicholas Pfaff, explaining some key points in his presentation. #greenfinance   #sustainablefinance ","""sustainablefinance""AND""definition""",greenfinance,2020-05-27 14:54:00+00:00,2020-05-27,"['follow', 'release', 'paper', 'high-level', 'definition', 'sustainable', 'finance', 'listen', 'paris', 'colleague', 'nicholas', 'pfaff', 'explain', 'key', 'point', 'presentation', 'greenfinance', 'sustainablefinance']","['release', 'paper', 'definition', 'finance', 'paris', 'colleague', 'pfaff', 'point', 'presentation', 'greenfinance', 'sustainablefinance']"
106,2020-05-18T13:02:03.000Z,Growing attention to  #greenfinance  and  #sustainablefinance  in the wake of the pandemic makes the need for clarity in definitions even more critical. The ICMA's latest attempt to address this here: Thoughts?,"""sustainablefinance""AND""definition""",greenfinance,2020-05-18 13:02:03+00:00,2020-05-18,"['grow', 'attention', 'greenfinance', 'sustainablefinance', 'wake', 'pandemic', 'make', 'need', 'clarity', 'definition', 'even', 'critical', 'icma', ""'s"", 'late', 'attempt', 'address', 'thought']","['attention', 'greenfinance', 'sustainablefinance', 'wake', 'need', 'clarity', 'definition', 'icma', 'attempt', 'thought']"
107,2020-05-14T14:42:08.000Z,"Sustainability has become a mainstream consideration for the financial sector, but there is a need for convergence on terminology among markets participants.  published the  #SustainableFinance  high-level definitions for stakeholders to refer to","""sustainablefinance""AND""definition""",SustainableFinance,2020-05-14 14:42:08+00:00,2020-05-14,"['sustainability', 'become', 'mainstream', 'consideration', 'financial', 'sector', 'need', 'convergence', 'terminology', 'among', 'market', 'participant', 'publish', 'sustainablefinance', 'high-level', 'definition', 'stakeholder', 'refer']","['sustainability', 'consideration', 'sector', 'need', 'convergence', 'terminology', 'market', 'participant', 'sustainablefinance', 'definition', 'stakeholder']"
108,2020-05-15T13:57:57.000Z,ICMA issues high-level definitions for sustainable finance #ICMA   #sustainablefinance   #ESG ,"""sustainablefinance""AND""definition""",ICMA,2020-05-15 13:57:57+00:00,2020-05-15,"['icma', 'issue', 'high-level', 'definition', 'sustainable', 'finance', 'icma', 'sustainablefinance', 'esg']","['issue', 'definition', 'finance', 'sustainablefinance', 'esg']"
109,2020-05-11T19:06:23.000Z,ICMA issues high-level definitions 4  #sustainablefinance  on current market usage & existing official sector terminology 4 the most commonly used terms in the sustainable finance field  #climatefinance   #impactfinance   #greenfinance   #socialfinance    ,"""sustainablefinance""AND""definition""",sustainablefinance,2020-05-11 19:06:23+00:00,2020-05-11,"['icma', 'issue', 'high-level', 'definition', '4', 'sustainablefinance', 'current', 'market', 'usage', 'exist', 'official', 'sector', 'terminology', '4', 'commonly', 'use', 'term', 'sustainable', 'finance', 'field', 'climatefinance', 'impactfinance', 'greenfinance', 'socialfinance']","['issue', 'definition', 'sustainablefinance', 'market', 'usage', 'official', 'sector', 'terminology', 'term', 'finance', 'field', 'climatefinance', 'impactfinance', 'greenfinance', 'socialfinance']"
110,2020-05-11T15:31:37.000Z," has issued today high-level definitions for sustainable finance, building on current market usage and existing official sector terminology. 

You can also download the document here    #sustainablefinance   #greenfinance","""sustainablefinance""AND""definition""",sustainablefinance,2020-05-11 15:31:37+00:00,2020-05-11,"['issue', 'today', 'high-level', 'definition', 'sustainable', 'finance', 'build', 'current', 'market', 'usage', 'exist', 'official', 'sector', 'terminology', 'also', 'download', 'document', 'sustainablefinance', 'greenfinance']","['today', 'definition', 'finance', 'market', 'usage', 'official', 'sector', 'terminology', 'document', 'sustainablefinance', 'greenfinance']"
111,2020-04-09T19:01:48.000Z,Does the  #EU 's taxonomy set a standard for the rest of the market? Will it fast-track the  #lowcarbon  transition? The need for clear definitions and benchmarks have been recognized barriers for  #greenfinance  and  #sustainablefinance .  #ThursdayThoughts,"""sustainablefinance""AND""definition""",EU,2020-04-09 19:01:48+00:00,2020-04-09,"['eu', ""'s"", 'taxonomy', 'set', 'standard', 'rest', 'market', 'fast-track', 'lowcarbon', 'transition', 'need', 'clear', 'definition', 'benchmark', 'recognize', 'barrier', 'greenfinance', 'sustainablefinance', 'thursdaythoughts']","['eu', 'taxonomy', 'standard', 'rest', 'market', 'lowcarbon', 'transition', 'need', 'definition', 'benchmark', 'barrier', 'greenfinance', 'sustainablefinance', 'thursdaythoughts']"
112,2020-04-02T13:31:48.000Z,"The TMX Group resource includes key definitions, thought leadership and events related to ESG. Take a look!  #ESG   #SustainableFinance   New  #ESG  resource page from  @tsx_tsxv : TSX ESG 101 including contributions from  @ESGGlobalAdv  and other experts  https://tsx.com/tsx-company-services/learning-academy/esg-101…","""sustainablefinance""AND""definition""",ESG,2020-04-02 13:31:48+00:00,2020-04-02,"['tmx', 'group', 'resource', 'include', 'key', 'definition', 'think', 'leadership', 'event', 'relate', 'esg', 'take', 'look', 'esg', 'sustainablefinance', 'new', 'esg', 'resource', 'page', 'tsx_tsxv', 'tsx', 'esg', '101', 'include', 'contribution', 'esgglobaladv', 'expert', 'http', '//tsx.com/tsx-company-services/learning-academy/esg-101…']","['tmx', 'group', 'resource', 'definition', 'leadership', 'event', 'look', 'sustainablefinance', 'resource', 'page', 'tsx_tsxv', 'tsx', 'contribution', 'esgglobaladv', 'expert', 'http', '//tsx.com/tsx-company-services/learning-academy/esg-101…']"
113,2020-03-18T10:15:41.000Z,"#EBA  Staff Paper on  #SustainableFinance    sets out definitions of  #ESG    factors and how are these converted and treated as risks.

What else *governance
*disclosures
*sustainability in business
*policies and risk management 
*green financial products","""sustainablefinance""AND""definition""",EBA,2020-03-18 10:15:41+00:00,2020-03-18,"['eba', 'staff', 'paper', 'sustainablefinance', 'set', 'definition', 'esg', 'factor', 'convert', 'treat', 'risk', 'else', 'governance', 'disclosures', 'sustainability', 'business', 'policy', 'risk', 'management', 'green', 'financial', 'product']","['staff', 'paper', 'sustainablefinance', 'set', 'definition', 'factor', 'risk', 'governance', 'sustainability', 'business', 'policy', 'risk', 'management', 'product']"
114,2020-03-18T10:50:43.000Z,EU Green Bond label to be available to issuers from all over the world. Label is first step towards global standardization on definitions of green bond.  #GreenBonds   #SustainableFinance    ,"""sustainablefinance""AND""definition""",GreenBonds,2020-03-18 10:50:43+00:00,2020-03-18,"['eu', 'green', 'bond', 'label', 'available', 'issuer', 'world', 'label', 'first', 'step', 'towards', 'global', 'standardization', 'definition', 'green', 'bond', 'greenbonds', 'sustainablefinance']","['eu', 'bond', 'label', 'issuer', 'world', 'label', 'step', 'towards', 'standardization', 'definition', 'bond', 'greenbonds', 'sustainablefinance']"
115,2020-03-18T10:15:41.000Z,"Der einzige Rucksack, den ein Mann braucht. Entwickelt für die Arbeit   Reisen   und alle Aspekte des Lebens.  #Rucksackreise   #Reisen   #Reiseziel   #DeutschlandTourismus","""sustainablefinance""AND""definition""",Rucksackreise,2020-03-18 10:15:41+00:00,2020-03-18,"['der', 'einzige', 'rucksack', 'den', 'ein', 'mann', 'braucht', 'entwickelt', 'für', 'die', 'arbeit', 'reisen', 'und', 'alle', 'aspekte', 'de', 'lebens', 'rucksackreise', 'reisen', 'reiseziel', 'deutschlandtourismus']","['der', 'einzige', 'rucksack', 'ein', 'mann', 'braucht', 'die', 'de', 'lebens', 'rucksackreise', 'deutschlandtourismus']"
116,2020-03-04T07:00:28.000Z,One of the major obstacles to  #sustainablefinance  remains the lack of a common definition of  #ESG . So what does the proposed EU taxonomy mean and how it can help asset managers identify “sustainable assets” ?,"""sustainablefinance""AND""definition""",sustainablefinance,2020-03-04 07:00:28+00:00,2020-03-04,"['one', 'major', 'obstacle', 'sustainablefinance', 'remain', 'lack', 'common', 'definition', 'esg', 'propose', 'eu', 'taxonomy', 'mean', 'help', 'asset', 'manager', 'identify', '“', 'sustainable', 'asset', '”']","['obstacle', 'sustainablefinance', 'lack', 'definition', 'esg', 'eu', 'taxonomy', 'mean', 'asset', 'manager', '“', 'asset']"
117,2020-01-29T12:42:53.000Z,"#RefiningForum : Experts from the  #EURefiningIndustry  debated on  #SustainableFinance  &  #Taxonomy . “We see this as a work in progress. It’s very important to have the right definitions around investing”, says John Cooper,   DG.
Watch the video for his takeaway on this!","""sustainablefinance""AND""definition""",RefiningForum,2020-01-29 12:42:53+00:00,2020-01-29,"['refiningforum', 'expert', 'eurefiningindustry', 'debate', 'sustainablefinance', 'taxonomy', '“', 'see', 'work', 'progress', '’', 'important', 'right', 'definition', 'around', 'invest', '”', 'say', 'john', 'cooper', 'dg', 'watch', 'video', 'takeaway']","['refiningforum', 'expert', 'eurefiningindustry', 'sustainablefinance', 'taxonomy', '“', 'work', 'progress', 'definition', '”', 'john', 'cooper', 'dg', 'video', 'takeaway']"
118,2020-01-29T09:45:38.000Z,"#Banks  are increasingly aware of #ESG  and  #climate -related risks; but the actual incorporation of  #risks  into strategies,  #governance  and
risk management is in the early stages and there are divergent approaches with regards to the definition of ESG factors.  #sustainablefinance   #EBA  Staff Paper   It sets out various definitions of  #ESG  factors and how these are converted into and treated as ESG risks. What else *governance
*disclosures
*sustainability in business
*policies and risk management 
*green financial products http://europa.eu/!gd84UN","""sustainablefinance""AND""definition""",Banks,2020-01-29 09:45:38+00:00,2020-01-29,"['bank', 'increasingly', 'aware', 'esg', 'climate', '-related', 'risk', 'actual', 'incorporation', 'risk', 'strategy', 'governance', 'risk', 'management', 'early', 'stage', 'divergent', 'approach', 'regard', 'definition', 'esg', 'factor', 'sustainablefinance', 'eba', 'staff', 'paper', 'set', 'various', 'definition', 'esg', 'factor', 'convert', 'treat', 'esg', 'risk', 'else', 'governance', 'disclosures', 'sustainability', 'business', 'policy', 'risk', 'management', 'green', 'financial', 'product', 'http', '//europa.eu/', 'gd84un']","['bank', 'esg', 'climate', 'risk', 'incorporation', 'risk', 'strategy', 'governance', 'risk', 'management', 'stage', 'approach', 'regard', 'definition', 'factor', 'sustainablefinance', 'staff', 'paper', 'definition', 'factor', 'risk', 'governance', 'sustainability', 'business', 'policy', 'risk', 'management', 'product', 'http', '//europa.eu/', 'gd84un']"
119,2019-12-18T15:06:04.000Z,"(Encore) une avancée majeure aujourd'hui en  #Europe    Parlement et Conseil se sont accordés sur une définition européenne commune des investissements verts. 

On avance ! #SustainableFinance   #FinanceVerte  ","""sustainablefinance""AND""definition""",Europe,2019-12-18 15:06:04+00:00,2019-12-18,"['encore', 'une', 'avancée', 'majeure', ""aujourd'hui"", 'en', 'europe', 'parlement', 'et', 'conseil', 'se', 'sont', 'accordés', 'sur', 'une', 'définition', 'européenne', 'commune', 'des', 'investissements', 'verts', 'avance', 'sustainablefinance', 'financeverte']","['encore', 'une', 'majeure', ""aujourd'hui"", 'parlement', 'et', 'conseil', 'se', 'sont', 'accordés', 'sur', 'définition', 'européenne', 'commune', 'investissements', 'verts', 'avance', 'sustainablefinance', 'financeverte']"
120,2019-12-27T09:15:07.000Z,Sustainable criteria has been embedded into financial regulations by the EU. This includes a definition of what constitutes green investment and supervision of how sustainable criteria are used when making investment decisions.  #sustainablefinance   #bankingsupervision,"""sustainablefinance""AND""definition""",sustainablefinance,2019-12-27 09:15:07+00:00,2019-12-27,"['sustainable', 'criterion', 'embed', 'financial', 'regulation', 'eu', 'include', 'definition', 'constitute', 'green', 'investment', 'supervision', 'sustainable', 'criterion', 'use', 'make', 'investment', 'decision', 'sustainablefinance', 'bankingsupervision']","['criterion', 'regulation', 'eu', 'definition', 'investment', 'supervision', 'criterion', 'investment', 'decision', 'sustainablefinance', 'bankingsupervision']"
121,2019-12-18T08:28:34.000Z,"„Diese Einigung bringt den Durchbruch für nachhaltige Finanzprodukte in Europa.“
So   zur  #SustainableFinance  Definition auf  #EU -Ebene  #ClimateAction","""sustainablefinance""AND""definition""",SustainableFinance,2019-12-18 08:28:34+00:00,2019-12-18,"['„', 'diese', 'einigung', 'bringt', 'den', 'durchbruch', 'für', 'nachhaltige', 'finanzprodukte', 'europa.', '“', 'zur', 'sustainablefinance', 'definition', 'auf', 'eu', '-ebene', 'climateaction']","['einigung', 'bringt', 'den', 'für', 'finanzprodukte', '“', 'sustainablefinance', 'definition', '-ebene', 'climateaction']"
122,2019-12-01T16:26:42.000Z,No Clear Definition for  #SustainableFinance  Is a $4 Trillion Problem - Bloomberg,"""sustainablefinance""AND""definition""",SustainableFinance,2019-12-01 16:26:42+00:00,2019-12-01,"['clear', 'definition', 'sustainablefinance', '4', 'trillion', 'problem', 'bloomberg']","['definition', 'sustainablefinance', 'problem', 'bloomberg']"
