,time,content_original,search_key,hash_tags,datetime,date,content_all,content_noun
173,2018-04-25T12:22:42.000Z,"We need more definitions on what is a social or green bond to further grow market as per Philip Brown, Head of Global Green & Social Bonds, Citi  #sustainablefinance","""sustainablefinance""AND""definition""",,2018-04-25 12:22:42+00:00,2018-04-25,"['need', 'definition', 'social', 'green', 'bond', 'grow', 'market', 'per', 'philip', 'brown', 'head', 'global', 'green', 'social', 'bond', 'citi', 'sustainablefinance']","['definition', 'bond', 'grow', 'market', 'philip', 'brown', 'head', 'bond', 'sustainablefinance']"
174,2018-05-09T08:45:16.000Z,The definition issue continues to hamper  #SRI   #sustainableinvesting   #SustainableFinance   #Sustainability ,"""sustainablefinance""AND""definition""",SRI,2018-05-09 08:45:16+00:00,2018-05-09,"['definition', 'issue', 'continue', 'hamper', 'sri', 'sustainableinvesting', 'sustainablefinance', 'sustainability']","['definition', 'issue', 'sustainablefinance', 'sustainability']"
175,2018-05-23T09:16:11.000Z,"Gerade habe ich meinen neuen Reise-Rucksack   getestet und wow, er hat alle Erwartungen übertroffen! Der Komfort, den er bietet, ist wirklich bemerkenswert","""sustainablefinance""AND""definition""",,2018-05-23 09:16:11+00:00,2018-05-23,"['gerade', 'habe', 'ich', 'meinen', 'neuen', 'reise-rucksack', 'getestet', 'und', 'wow', 'er', 'hat', 'alle', 'erwartungen', 'übertroffen', 'der', 'komfort', 'den', 'er', 'bietet', 'ist', 'wirklich', 'bemerkenswert']","['gerade', 'habe', 'meinen', 'reise-rucksack', 'getestet', 'wow', 'erwartungen', 'übertroffen', 'der', 'komfort', 'er', 'bietet', 'ist', 'wirklich', 'bemerkenswert']"
176,2018-04-18T17:35:03.000Z,"Finding a definition for  #sustainablefinance  together with science, economy, civil society and policy. Today discussion organised by        #science   #impactmeasurement   #learning   #SDGs   #h4sf   #valuechain","""sustainablefinance""AND""definition""",sustainablefinance,2018-04-18 17:35:03+00:00,2018-04-18,"['find', 'definition', 'sustainablefinance', 'together', 'science', 'economy', 'civil', 'society', 'policy', 'today', 'discussion', 'organise', 'science', 'impactmeasurement', 'learn', 'sdgs', 'h4sf', 'valuechain']","['definition', 'sustainablefinance', 'science', 'economy', 'society', 'policy', 'today', 'discussion', 'science', 'valuechain']"
177,2018-03-29T17:36:35.000Z,".  came up with a classification of  #RI  funds already several years ago, pioneering the  #sustainablefinance  definition in  #assetmanagement    at  #greenfinance  day ","""sustainablefinance""AND""definition""",RI,2018-03-29 17:36:35+00:00,2018-03-29,"['come', 'classification', 'ri', 'fund', 'already', 'several', 'year', 'ago', 'pioneer', 'sustainablefinance', 'definition', 'assetmanagement', 'greenfinance', 'day']","['classification', 'fund', 'year', 'sustainablefinance', 'definition', 'assetmanagement', 'greenfinance', 'day']"
178,2018-03-21T15:53:08.000Z,Some great views of London today at the different workshop locations of  #cbi18 . But now it’s indoors again for the final session on green definitions and assurance.  #greenbonds   #sustainablefinance   #london,"""sustainablefinance""AND""definition""",cbi18,2018-03-21 15:53:08+00:00,2018-03-21,"['great', 'view', 'london', 'today', 'different', 'workshop', 'location', 'cbi18', '’', 'indoors', 'final', 'session', 'green', 'definition', 'assurance', 'greenbonds', 'sustainablefinance', 'london']","['view', 'london', 'today', 'workshop', 'location', 'cbi18', 'indoors', 'session', 'definition', 'assurance', 'greenbonds', 'sustainablefinance', 'london']"
179,2018-03-16T17:49:59.000Z,".  at  #ESML  award ceremony: ""Long term is at the heart of the definition of  #SustainableFinance .""  #ApprendreLaBourse  ","""sustainablefinance""AND""definition""",ESML,2018-03-16 17:49:59+00:00,2018-03-16,"['esml', 'award', 'ceremony', '``', 'long', 'term', 'heart', 'definition', 'sustainablefinance', ""''"", 'apprendrelabourse']","['award', 'ceremony', 'term', 'heart', 'definition', 'sustainablefinance', 'apprendrelabourse']"
180,2018-02-23T10:39:51.000Z,What could a ‘taxonomy’ look like for sustainable investments?   invites you to a webinar on European Sustainable Investment Policy & the proposed Sustainability Definitions. Register now!  #HLEG   #sustainablefinance  ,"""sustainablefinance""AND""definition""",HLEG,2018-02-23 10:39:51+00:00,2018-02-23,"['could', '‘', 'taxonomy', '’', 'look', 'like', 'sustainable', 'investment', 'invite', 'webinar', 'european', 'sustainable', 'investment', 'policy', 'propose', 'sustainability', 'definition', 'register', 'hleg', 'sustainablefinance']","['taxonomy', 'look', 'investment', 'invite', 'webinar', 'investment', 'policy', 'sustainability', 'definition', 'register', 'sustainablefinance']"
181,2018-01-31T14:56:56.000Z,#SustainableFinance : to properly serve society banks need to be able to act constructively when addressing  #climatechange . Banks can only do so when there are clear definitions and clear rules that also maintain  #financialstability      ,"""sustainablefinance""AND""definition""",SustainableFinance,2018-01-31 14:56:56+00:00,2018-01-31,"['sustainablefinance', 'properly', 'serve', 'society', 'bank', 'need', 'able', 'act', 'constructively', 'address', 'climatechange', 'bank', 'clear', 'definition', 'clear', 'rule', 'also', 'maintain', 'financialstability']","['sustainablefinance', 'society', 'bank', 'climatechange', 'bank', 'definition', 'rule', 'financialstability']"
182,2017-12-13T08:29:19.000Z,#GreenTagging  can indeed enable  #SustainableFinance .  #BankWorkingGroup  2017's report finds that definitions are critical. Its study shows that 90% of banks with  #GreenTaxonomies  either use their own definitions or use the ClimateBonds     #GreenDefinition … #GreenTagging  can indeed enable  #SustainableFinance .  #BankWorkingGroup  2017's report finds that definitions are critical. Its study shows that 90% of banks with  #GreenTaxonomies  either use their own definitions or use the  @ClimateBonds      #GreenDefinitions   https://twitter.com/VDombrovskis/status/940501178730844160…,"""sustainablefinance""AND""definition""",GreenTagging,2017-12-13 08:29:19+00:00,2017-12-13,"['greentagging', 'indeed', 'enable', 'sustainablefinance', 'bankworkinggroup', '2017', ""'s"", 'report', 'find', 'definition', 'critical', 'study', 'show', '90', 'bank', 'greentaxonomies', 'either', 'use', 'definition', 'use', 'climatebonds', 'greendefinition', '…', 'greentagging', 'indeed', 'enable', 'sustainablefinance', 'bankworkinggroup', '2017', ""'s"", 'report', 'find', 'definition', 'critical', 'study', 'show', '90', 'bank', 'greentaxonomies', 'either', 'use', 'definition', 'use', 'climatebonds', 'greendefinitions', 'http', '//twitter.com/vdombrovskis/status/940501178730844160…']","['sustainablefinance', 'bankworkinggroup', 'report', 'definition', 'study', 'bank', 'greentaxonomies', 'definition', 'climatebonds', 'greendefinition', '…', 'sustainablefinance', 'bankworkinggroup', 'report', 'definition', 'study', 'bank', 'greentaxonomies', 'definition', 'greendefinitions', 'http', '//twitter.com/vdombrovskis/status/940501178730844160…']"
183,2017-12-18T11:53:08.000Z,"#Panama  inqu committee   recommends better regulation of financial intermediaries, better protection of whistle-blowers
and a single definition of tax havens:    #SustainableFinance","""sustainablefinance""AND""definition""",Panama,2017-12-18 11:53:08+00:00,2017-12-18,"['panama', 'inqu', 'committee', 'recommend', 'good', 'regulation', 'financial', 'intermediary', 'good', 'protection', 'whistle-blower', 'single', 'definition', 'tax', 'sustainablefinance']","['panama', 'inqu', 'committee', 'regulation', 'intermediary', 'protection', 'whistle-blower', 'definition', 'tax', 'sustainablefinance']"
184,2018-01-31T14:56:56.000Z,No time to get ready for your meeting? Use xpression camera to be dressed for all occasions.,"""sustainablefinance""AND""definition""",,2018-01-31 14:56:56+00:00,2018-01-31,"['time', 'get', 'ready', 'meeting', 'use', 'xpression', 'camera', 'dress', 'occasion']","['time', 'meeting', 'use', 'xpression', 'camera', 'occasion']"
185,2017-12-12T18:07:09.000Z,#GreenTagging  can indeed enable  #SustainableFinance .  #BankWorkingGroup  2017's report finds that definitions are critical. Its study shows that 90% of banks with  #GreenTaxonomies  either use their own definitions or use the       #GreenDefinitions Investors need a common language for what is considered  #green  and  #sustainable . Our goal is to have a shared EU taxonomy - or a classification system - for sustainable finance. This is necessary for it to reach scale.  #OnePlanetSummit,"""sustainablefinance""AND""definition""",GreenTagging,2017-12-12 18:07:09+00:00,2017-12-12,"['greentagging', 'indeed', 'enable', 'sustainablefinance', 'bankworkinggroup', '2017', ""'s"", 'report', 'find', 'definition', 'critical', 'study', 'show', '90', 'bank', 'greentaxonomies', 'either', 'use', 'definition', 'use', 'greendefinitions', 'investor', 'need', 'common', 'language', 'consider', 'green', 'sustainable', 'goal', 'share', 'eu', 'taxonomy', 'classification', 'system', 'sustainable', 'finance', 'necessary', 'reach', 'scale', 'oneplanetsummit']","['sustainablefinance', 'bankworkinggroup', 'report', 'definition', 'study', 'bank', 'greentaxonomies', 'definition', 'greendefinitions', 'investor', 'language', 'goal', 'eu', 'classification', 'system', 'finance', 'scale', 'oneplanetsummit']"
186,2017-11-29T10:08:27.000Z,At the panel Gerhard Schick   and Regine Richter  : there is no single standard yet; a definition for green  #SustainableFinance  is key!,"""sustainablefinance""AND""definition""",SustainableFinance,2017-11-29 10:08:27+00:00,2017-11-29,"['panel', 'gerhard', 'schick', 'regine', 'richter', 'single', 'standard', 'yet', 'definition', 'green', 'sustainablefinance', 'key']","['panel', 'gerhard', 'schick', 'regine', 'richter', 'standard', 'definition', 'sustainablefinance']"
187,2017-09-08T14:04:13.000Z,Jeromin:  #SustainableFinance  will include a new definition of fiduciary duty  #Verantwortung,"""sustainablefinance""AND""definition""",SustainableFinance,2017-09-08 14:04:13+00:00,2017-09-08,"['jeromin', 'sustainablefinance', 'include', 'new', 'definition', 'fiduciary', 'duty', 'verantwortung']","['jeromin', 'sustainablefinance', 'definition', 'duty', 'verantwortung']"
188,2017-06-26T09:16:49.000Z,Spainsif is calling for clear definitions for  #SustainableFinance  products and criteria.  #ESG   #SRI Spainsif quiere definir los criterios de “financiación responsable”  http://guiafinem.com/2017/06/26/spainsif-quiere-definir-los-criterios-de-financiacion-responsable/…  vía  @GuiafinemInfo,"""sustainablefinance""AND""definition""",SustainableFinance,2017-06-26 09:16:49+00:00,2017-06-26,"['spainsif', 'call', 'clear', 'definition', 'sustainablefinance', 'product', 'criterion', 'esg', 'sri', 'spainsif', 'quiere', 'definir', 'los', 'criterios', 'de', '“', 'financiación', 'responsable', '”', 'http', '//guiafinem.com/2017/06/26/spainsif-quiere-definir-los-criterios-de-financiacion-responsable/…', 'vía', 'guiafineminfo']","['spainsif', 'definition', 'sustainablefinance', 'product', 'criterion', 'spainsif', 'criterios', '“', 'financiación', 'http', 'vía', 'guiafineminfo']"
189,2013-05-30,"#Barter is #sustainablefinance, by definition.  If it's done right.","""sustainablefinance""AND""definition""",Barter,2013-05-30 00:00:00,2013-05-30,"['barter', 'sustainablefinance', 'definition', ""'s"", 'right']","['barter', 'sustainablefinance', 'definition']"
190,2023-05-02T09:57:52.000Z,"Meet  #energate_eu  partner EnerSave Capital a  based sustainable finance facilitator contributes to:
  requirements & specification analysis  pilots assessment business models definition replication & exploitation  Explore our consortium","""sustainable finance""AND""definition""",energate_eu,2023-05-02 09:57:52+00:00,2023-05-02,"['meet', 'energate_eu', 'partner', 'enersave', 'capital', 'base', 'sustainable', 'finance', 'facilitator', 'contribute', 'requirement', 'specification', 'analysis', 'pilot', 'assessment', 'business', 'model', 'definition', 'replication', 'exploitation', 'explore', 'consortium']","['meet', 'partner', 'capital', 'finance', 'facilitator', 'requirement', 'specification', 'analysis', 'pilot', 'business', 'model', 'definition', 'replication', 'exploitation', 'consortium']"
191,2023-05-11T13:54:46.000Z,"On  #sustainable  finance, as well as our new  #carbon  credit definitions, we’re also developing standardized terms and clauses to document bespoke sustainability-linked derivatives ( #SLDs ) using components of the ISDA Clause Library, says      #isdaagm","""sustainable finance""AND""definition""",sustainable,2023-05-11 13:54:46+00:00,2023-05-11,"['sustainable', 'finance', 'well', 'new', 'carbon', 'credit', 'definition', '’', 'also', 'develop', 'standardize', 'term', 'clause', 'document', 'bespoke', 'sustainability-linked', 'derivative', 'slds', 'use', 'component', 'isda', 'clause', 'library', 'say', 'isdaagm']","['finance', 'carbon', 'credit', 'definition', 'term', 'clause', 'derivative', 'slds', 'component', 'isda', 'clause', 'library', 'isdaagm']"
192,2023-05-11T13:54:46.000Z,"How much does it cost to own a dog? 
Make sure your wallet is ready with our ultimate guide on how to budget for a pup. What will you name your new fur baby?  #iN26","""sustainable finance""AND""definition""",,2023-05-11 13:54:46+00:00,2023-05-11,"['much', 'cost', 'dog', 'make', 'sure', 'wallet', 'ready', 'ultimate', 'guide', 'budget', 'pup', 'name', 'new', 'fur', 'baby', 'in26']","['dog', 'wallet', 'guide', 'budget', 'pup', 'fur', 'baby', 'in26']"
193,2023-05-18T09:46:33.000Z, presentation currently unpacking “sustainable finance” and noting definitions provided by        #SDGs  ,"""sustainable finance""AND""definition""",SDGs,2023-05-18 09:46:33+00:00,2023-05-18,"['presentation', 'currently', 'unpack', '“', 'sustainable', 'finance', '”', 'note', 'definition', 'provide', 'sdgs']","['presentation', '“', 'finance', '”', 'definition', 'sdgs']"
194,2023-06-09T15:18:11.000Z,"And for some icing on that “sustainable finance” cake as the word sustainable has a different definition amongst the wokerati, so to does it amongst financial elites who view it as the opportunity to assign ownership and monetize every atom on earth to perpetuate a Ponzi scheme.","""sustainable finance""AND""definition""",,2023-06-09 15:18:11+00:00,2023-06-09,"['icing', '“', 'sustainable', 'finance', '”', 'cake', 'word', 'sustainable', 'different', 'definition', 'amongst', 'wokerati', 'amongst', 'financial', 'elite', 'view', 'opportunity', 'assign', 'ownership', 'monetize', 'every', 'atom', 'earth', 'perpetuate', 'ponzi', 'scheme']","['icing', '“', 'finance', '”', 'cake', 'word', 'sustainable', 'definition', 'wokerati', 'elite', 'opportunity', 'ownership', 'atom', 'earth', 'scheme']"
195,2023-04-27T08:09:54.000Z,"The   recently shared more detail its Sustainable Finance Disclosure Regulation definitions ( #SFDR ).  Read more below for clarity on  #EU  benchmarks, Article 9 fund ratings, whether an asset covered by a transition plan is 'sustainable' and more.    #NetZero","""sustainable finance""AND""definition""",SFDR,2023-04-27 08:09:54+00:00,2023-04-27,"['recently', 'share', 'detail', 'sustainable', 'finance', 'disclosure', 'regulation', 'definition', 'sfdr', 'read', 'clarity', 'eu', 'benchmark', 'article', '9', 'fund', 'rating', 'whether', 'asset', 'cover', 'transition', 'plan', ""'sustainable"", 'netzero']","['detail', 'finance', 'disclosure', 'regulation', 'definition', 'sfdr', 'clarity', 'eu', 'benchmark', 'article', 'fund', 'rating', 'asset', 'transition', 'plan', 'netzero']"
196,2023-04-04T19:46:31.000Z,"The absence of widely accepted definitions and standards in sustainable finance is illustrated in the wide variations of referenced assets under management.  Read  entitled ""The three faces of sustainable assets under management in the US"" at:  ","""sustainable finance""AND""definition""",,2023-04-04 19:46:31+00:00,2023-04-04,"['absence', 'widely', 'accept', 'definition', 'standard', 'sustainable', 'finance', 'illustrate', 'wide', 'variation', 'referenced', 'asset', 'management', 'read', 'entitle', '``', 'three', 'face', 'sustainable', 'asset', 'management', 'u', ""''""]","['absence', 'definition', 'standard', 'finance', 'variation', 'asset', 'management', 'asset', 'management']"
197,2023-04-27T08:09:54.000Z,"Begin hiring talent in The Netherlands in minutes, not months with G-P's #1 global employment solution — no subsidiary required.","""sustainable finance""AND""definition""",1,2023-04-27 08:09:54+00:00,2023-04-27,"['begin', 'hire', 'talent', 'netherlands', 'minute', 'month', 'g-p', ""'s"", '1', 'global', 'employment', 'solution', '—', 'subsidiary', 'require']","['talent', 'netherlands', 'minute', 'month', 'g-p', 'employment', 'solution', 'subsidiary']"
198,2023-03-23T03:52:34.000Z,"Srinath Komarina, GGGI Program Manager of Global Trust Fund on Sustainable Finance Instruments, discussed w/VTV4 on the need for a common and viable definition of  #beinggreen  among stakeholders to build trust of investors & int'l orgs to  #invest  in  #emergingeconomies  like  ","""sustainable finance""AND""definition""",beinggreen,2023-03-23 03:52:34+00:00,2023-03-23,"['srinath', 'komarina', 'gggi', 'program', 'manager', 'global', 'trust', 'fund', 'sustainable', 'finance', 'instrument', 'discuss', 'w/vtv4', 'need', 'common', 'viable', 'definition', 'beinggreen', 'among', 'stakeholder', 'build', 'trust', 'investor', 'int', 'l', 'orgs', 'invest', 'emergingeconomies', 'like']","['srinath', 'komarina', 'program', 'manager', 'trust', 'fund', 'finance', 'instrument', 'w/vtv4', 'need', 'definition', 'beinggreen', 'stakeholder', 'trust', 'investor', 'int', 'orgs', 'emergingeconomies']"
199,2023-03-08T09:42:17.000Z,"Nordea have shared their predictions for the sustainable finance market for 2023.

Their predictions are as follows:

1. Greenwashing definitions 

The European Commission is expected to put forward a proposal for a directive to re…","""sustainable finance""AND""definition""",,2023-03-08 09:42:17+00:00,2023-03-08,"['nordea', 'share', 'prediction', 'sustainable', 'finance', 'market', '2023.', 'prediction', 'follow', '1.', 'greenwashing', 'definition', 'european', 'commission', 'expect', 'put', 'forward', 'proposal', 'directive', 're…']","['nordea', 'prediction', 'finance', 'market', 'prediction', 'definition', 'commission', 'proposal', 'directive']"
200,2023-01-20T13:57:41.000Z,"A clear definition of  #greenwashing  at EU level is imperative to prevent greenwashing, unlock the potential of sustainable finance and avoid supervisory fragmentation. Read our response to the ESAs’ Call for Evidence","""sustainable finance""AND""definition""",greenwashing,2023-01-20 13:57:41+00:00,2023-01-20,"['clear', 'definition', 'greenwashing', 'eu', 'level', 'imperative', 'prevent', 'greenwashing', 'unlock', 'potential', 'sustainable', 'finance', 'avoid', 'supervisory', 'fragmentation', 'read', 'response', 'esas', '’', 'call', 'evidence']","['definition', 'level', 'greenwashing', 'potential', 'finance', 'fragmentation', 'response', 'esas', '’', 'call', 'evidence']"
201,2023-01-20T13:56:56.000Z,"A clear definition of  #greenwashing  at EU level is imperative to prevent greenwashing, unlock the potential of sustainable finance and avoid supervisory fragmentation. Read   response to the ESAs’ Call for Evidence  ","""sustainable finance""AND""definition""",greenwashing,2023-01-20 13:56:56+00:00,2023-01-20,"['clear', 'definition', 'greenwashing', 'eu', 'level', 'imperative', 'prevent', 'greenwashing', 'unlock', 'potential', 'sustainable', 'finance', 'avoid', 'supervisory', 'fragmentation', 'read', 'response', 'esas', '’', 'call', 'evidence']","['definition', 'level', 'greenwashing', 'potential', 'finance', 'fragmentation', 'response', 'esas', '’', 'call', 'evidence']"
202,2023-01-13T19:20:35.000Z,"Recognizing the benefits and importance of clear definitions for sustainable activities, 26 worldwide jurisdictions have been in the process of designing, developing, or implementing sustainable finance taxonomies.","""sustainable finance""AND""definition""",,2023-01-13 19:20:35+00:00,2023-01-13,"['recognize', 'benefit', 'importance', 'clear', 'definition', 'sustainable', 'activity', '26', 'worldwide', 'jurisdiction', 'process', 'design', 'develop', 'implement', 'sustainable', 'finance', 'taxonomy']","['benefit', 'importance', 'definition', 'activity', 'worldwide', 'jurisdiction', 'process', 'finance', 'taxonomy']"
203,2023-01-13T19:20:35.000Z,"''Regulations are a weapon used by large enterprise to keep small innovative competitors out of the market""
Fore more DeFi and Economics points of view,
Follow ","""sustainable finance""AND""definition""",,2023-01-13 19:20:35+00:00,2023-01-13,"[""''"", 'regulation', 'weapon', 'use', 'large', 'enterprise', 'keep', 'small', 'innovative', 'competitor', 'market', ""''"", 'fore', 'defi', 'economics', 'point', 'view', 'follow']","['regulation', 'weapon', 'enterprise', 'competitor', 'market', 'point', 'view']"
204,2023-01-13T13:45:17.000Z,The country’s policy reform is a reminder of why definitions matter in sustainable finance and why it is crucial to know what constitutes ‘green’ capital.  #netzero   #netzeroinvestor   #Norway,"""sustainable finance""AND""definition""",netzero,2023-01-13 13:45:17+00:00,2023-01-13,"['country', '’', 'policy', 'reform', 'reminder', 'definition', 'matter', 'sustainable', 'finance', 'crucial', 'know', 'constitute', '‘', 'green', '’', 'capital', 'netzero', 'netzeroinvestor', 'norway']","['country', '’', 'policy', 'reform', 'reminder', 'definition', 'matter', 'finance', '’', 'capital']"
205,2023-01-12T09:02:37.000Z,"Incredible work by   which finds that HSBC's definition of ""sustainable finance"" includes bulldozing a literal village to expand a coal mine","""sustainable finance""AND""definition""",,2023-01-12 09:02:37+00:00,2023-01-12,"['incredible', 'work', 'find', 'hsbc', ""'s"", 'definition', '``', 'sustainable', 'finance', ""''"", 'include', 'bulldoze', 'literal', 'village', 'expand', 'coal', 'mine']","['work', 'hsbc', 'definition', 'finance', 'village', 'coal', 'mine']"
206,2022-12-15T18:33:54.000Z,.  notes that  #TNFD  is a helpful framework and that we need best practice guidelines and standard definitions to redirect financing - recently announced $1 trillion sustainable finance commitment by 2030,"""sustainable finance""AND""definition""",TNFD,2022-12-15 18:33:54+00:00,2022-12-15,"['note', 'tnfd', 'helpful', 'framework', 'need', 'best', 'practice', 'guideline', 'standard', 'definition', 'redirect', 'financing', 'recently', 'announce', '1', 'trillion', 'sustainable', 'finance', 'commitment', '2030']","['note', 'tnfd', 'framework', 'practice', 'guideline', 'definition', 'financing', 'finance', 'commitment']"
207,2022-12-22T03:22:45.000Z,10. SEBI enhances the scope of definition of green debt security to facilitate sustainable finance while safeguarding against ‘greenwashing’,"""sustainable finance""AND""definition""",,2022-12-22 03:22:45+00:00,2022-12-22,"['10.', 'sebi', 'enhance', 'scope', 'definition', 'green', 'debt', 'security', 'facilitate', 'sustainable', 'finance', 'safeguard', '‘', 'greenwashing', '’']","['scope', 'definition', 'debt', 'security', 'finance', '‘', '’']"
208,2022-11-11T08:01:31.000Z,"Day 5   

Today, our Head of Sustainable Finance, Felicity Spors will be discussing the “climate finance terminology” we use in our everyday work and to see whether we can agree on common terms and definitions. 

Head over to the  #MDBPavilion  at 1pm to listen in!","""sustainable finance""AND""definition""",MDBPavilion,2022-11-11 08:01:31+00:00,2022-11-11,"['day', '5', 'today', 'head', 'sustainable', 'finance', 'felicity', 'spors', 'discuss', '“', 'climate', 'finance', 'terminology', '”', 'use', 'everyday', 'work', 'see', 'whether', 'agree', 'common', 'term', 'definition', 'head', 'mdbpavilion', '1pm', 'listen']","['day', 'today', 'head', 'finance', 'felicity', 'spors', '“', 'climate', 'finance', 'terminology', 'work', 'term', 'definition', 'head', 'mdbpavilion']"
209,2022-11-25T12:19:41.000Z,"She went on to discuss the potential the FSM bill has to drive sustainable finance in the UK This included seeking a new definition of fiduciary duty that allows pension funds to focus on climate outcomes and protecting savers from the risks arising from climate change.

(3/4)","""sustainable finance""AND""definition""",,2022-11-25 12:19:41+00:00,2022-11-25,"['go', 'discuss', 'potential', 'fsm', 'bill', 'drive', 'sustainable', 'finance', 'uk', 'include', 'seek', 'new', 'definition', 'fiduciary', 'duty', 'allow', 'pension', 'fund', 'focus', 'climate', 'outcome', 'protect', 'saver', 'risk', 'arise', 'climate', 'change', '3/4']","['fsm', 'bill', 'finance', 'uk', 'definition', 'duty', 'pension', 'fund', 'climate', 'outcome', 'saver', 'risk', 'climate', 'change']"
210,2022-12-15T18:33:54.000Z,,"""sustainable finance""AND""definition""",,2022-12-15 18:33:54+00:00,2022-12-15,[],[]
211,2022-11-11T08:01:31.000Z,"Begin hiring talent in Spain in minutes, not months with G-P's #1 global employment solution — no subsidiary required.","""sustainable finance""AND""definition""",1,2022-11-11 08:01:31+00:00,2022-11-11,"['begin', 'hire', 'talent', 'spain', 'minute', 'month', 'g-p', ""'s"", '1', 'global', 'employment', 'solution', '—', 'subsidiary', 'require']","['talent', 'spain', 'minute', 'month', 'g-p', 'employment', 'solution', 'subsidiary']"
212,2022-10-15T08:28:03.000Z,Can I ask what is sustainable finance ? I’d just like the definition - not having a go or asking for any other reason bar to educate myself.,"""sustainable finance""AND""definition""",,2022-10-15 08:28:03+00:00,2022-10-15,"['ask', 'sustainable', 'finance', '’', 'like', 'definition', 'go', 'ask', 'reason', 'bar', 'educate']","['finance', '’', 'definition', 'go', 'reason', 'bar']"
213,2022-10-15T16:18:25.000Z,What is sustainable finance? Definition? Private sector gets finances from their own sources or from financial institutions in the market. Just curious.,"""sustainable finance""AND""definition""",,2022-10-15 16:18:25+00:00,2022-10-15,"['sustainable', 'finance', 'definition', 'private', 'sector', 'get', 'finance', 'source', 'financial', 'institution', 'market', 'curious']","['finance', 'definition', 'sector', 'finance', 'source', 'institution', 'market']"
214,2022-10-12T17:41:19.000Z,"These claims are misleading because the bank is investing billions of dollars in fossil fuels, the main driver of the climate crisis, and its definition of “sustainable” finance doesn’t require the money to actually be used for climate purposes.","""sustainable finance""AND""definition""",,2022-10-12 17:41:19+00:00,2022-10-12,"['claim', 'mislead', 'bank', 'invest', 'billion', 'dollar', 'fossil', 'fuel', 'main', 'driver', 'climate', 'crisis', 'definition', '“', 'sustainable', '”', 'finance', '’', 'require', 'money', 'actually', 'use', 'climate', 'purpose']","['claim', 'bank', 'billion', 'dollar', 'fuel', 'driver', 'climate', 'crisis', 'definition', '“', '”', 'finance', '’', 'money', 'climate', 'purpose']"
215,2022-09-25T17:55:16.000Z,Consistent rules and definitions of green activities and ESG across jurisdictions will help eliminate greenwashing and promote sustainable finance.  #esg   #greenwashing   #climate   #sec   #legalrisk,"""sustainable finance""AND""definition""",esg,2022-09-25 17:55:16+00:00,2022-09-25,"['consistent', 'rule', 'definition', 'green', 'activity', 'esg', 'across', 'jurisdiction', 'help', 'eliminate', 'greenwashing', 'promote', 'sustainable', 'finance', 'esg', 'greenwashing', 'climate', 'sec', 'legalrisk']","['rule', 'definition', 'activity', 'jurisdiction', 'greenwashing', 'promote', 'finance', 'climate', 'legalrisk']"
216,2022-10-11T22:52:11.000Z,The complaint calls RBC’s goal of providing $500 billion worth of sustainable finance by 2025 “false and misleading” because “RBC’s definition of sustainable financing is not linked to the reduction of GHG [greenhouse gas] emissions or climate-related risks.” #Climate,"""sustainable finance""AND""definition""",,2022-10-11 22:52:11+00:00,2022-10-11,"['complaint', 'call', 'rbc', '’', 'goal', 'provide', '500', 'billion', 'worth', 'sustainable', 'finance', '2025', '“', 'false', 'misleading', '”', '“', 'rbc', '’', 'definition', 'sustainable', 'financing', 'link', 'reduction', 'ghg', 'greenhouse', 'gas', 'emission', 'climate-related', 'risks.', '”', 'climate']","['complaint', '’', 'goal', 'worth', 'finance', '“', '”', '“', '’', 'definition', 'financing', 'reduction', 'ghg', 'greenhouse', 'gas', 'emission', 'risks.', '”', 'climate']"
217,2022-09-09T09:53:15.000Z,The Platform on Sustainable Finance’s paper about Minimum Safeguards (MS) proposes a clear two-pronged approach for the non-compliance with MS but different definitions could lead to differences in interpretation : ,"""sustainable finance""AND""definition""",,2022-09-09 09:53:15+00:00,2022-09-09,"['platform', 'sustainable', 'finance', '’', 'paper', 'minimum', 'safeguard', 'propose', 'clear', 'two-pronged', 'approach', 'non-compliance', 'different', 'definition', 'could', 'lead', 'difference', 'interpretation']","['platform', 'finance', '’', 'paper', 'safeguard', 'approach', 'non-compliance', 'definition', 'difference', 'interpretation']"
218,2022-09-25T17:55:16.000Z,"''Inflation is essentially a wealth tax on savings""
For more DeFi and Economics points of view, 
Follow ","""sustainable finance""AND""definition""",,2022-09-25 17:55:16+00:00,2022-09-25,"[""''"", 'inflation', 'essentially', 'wealth', 'tax', 'saving', ""''"", 'defi', 'economics', 'point', 'view', 'follow']","['inflation', 'wealth', 'tax', 'saving', 'defi', 'economics', 'point', 'view']"
219,2022-09-07T11:05:51.000Z,"   &   just released the 2022 primers on  #sustainablefinance ! The documents aim to address key questions, definitions, and recent developments in the field of sustainable finance   Learn More: ","""sustainable finance""AND""definition""",sustainablefinance,2022-09-07 11:05:51+00:00,2022-09-07,"['release', '2022', 'primer', 'sustainablefinance', 'document', 'aim', 'address', 'key', 'question', 'definition', 'recent', 'development', 'field', 'sustainable', 'finance', 'learn']","['primer', 'sustainablefinance', 'document', 'question', 'definition', 'development', 'field', 'finance']"
